topic,terms
0,"0.011*""psol"" + 0.007*""todo"" + 0.007*""orçamento"" + 0.006*""emenda"" + 0.006*""inclusive"" + 0.006*""brasileiro"" + 0.006*""contra"" + 0.005*""relator"" + 0.005*""ano"" + 0.005*""secreto"""
1,"0.007*""sobre"" + 0.007*""psol"" + 0.007*""real"" + 0.006*""emenda"" + 0.006*""relator"" + 0.006*""orçamento"" + 0.005*""garantir"" + 0.005*""fraude"" + 0.004*""atividade"" + 0.004*""eleição"""
2,"0.009*""nuclear"" + 0.009*""psol"" + 0.008*""brasileiro"" + 0.007*""todo"" + 0.006*""sobre"" + 0.006*""energia"" + 0.005*""bolsonaro"" + 0.005*""direito"" + 0.005*""minério"" + 0.005*""votar"""
3,"0.007*""orçamento"" + 0.006*""psol"" + 0.006*""sobre"" + 0.006*""sp"" + 0.005*""votar"" + 0.005*""ano"" + 0.005*""decisão"" + 0.005*""acontecer"" + 0.005*""todo"" + 0.005*""resolução"""
4,"0.016*""orçamento"" + 0.012*""votar"" + 0.011*""brasileiro"" + 0.009*""pec"" + 0.009*""mulher"" + 0.009*""secreto"" + 0.007*""bolsonaro"" + 0.007*""garantir"" + 0.006*""povo"" + 0.006*""projeto"""
5,"0.011*""salário"" + 0.008*""ano"" + 0.008*""contra"" + 0.008*""psol"" + 0.007*""votar"" + 0.007*""projeto"" + 0.007*""povo"" + 0.006*""sim"" + 0.006*""pequeno"" + 0.006*""todo"""
