parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario
Alice Portugal,PCdoB,BA,180.2022,BREVES COMUNICAÇÕES,15/12/2022,16h40,DCD16/12/2022 PAG. 39,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2746529&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A40&sgFaseSessao=BC&Data=15%2F12%2F2022&txApelido=Alice+Portugal&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A40,"Convocação dos Parlamentares para a votação da Proposta de Emenda à Constituição nº 27, de 2022, (apensada à PEC nº 390, de 2014), sobre a assistência financeira complementar da União aos Estados, ao Distrito Federal, aos Municípios e entidades filantrópicas para o cumprimento do piso salarial nacional dos profissionais da enfermagem e a parteira."
Rodrigo Agostinho,PSB,SP,180.2022,BREVES COMUNICAÇÕES,15/12/2022,16h36,DCD16/12/2022 PAG. 39,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2746526&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A36&sgFaseSessao=BC&Data=15%2F12%2F2022&txApelido=Rodrigo+Agostinho&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A36,"Balanço da atuação parlamentar do orador. Participação do Parlamentar na equipe de transição do novo governo. Agradecimento aos Deputados, aos servidores da Casa e ao eleitorado paulista, ao ensejo de sua despedida da Câmara dos Deputados."
Vicentinho,PT,SP,180.2022,BREVES COMUNICAÇÕES,15/12/2022,16h32,DCD16/12/2022 PAG. 37,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2746520&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A32&sgFaseSessao=BC&Data=15%2F12%2F2022&txApelido=Vicentinho&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A32,"Temas debatidos no encontro do orador com o Presidente do Tribunal Superior do Trabalho, Ministro Lelio Bentes. Realização do seminário Racismo no Mundo do Trabalho. Criação, pelo orador, do Instituto Sindical Interamericano pela Igualdade Racial e da Frente Parlamentar em Defesa dos Trabalhadores da Economia Informal."
Marcel Van Hattem,NOVO,RS,180.2022,BREVES COMUNICAÇÕES,15/12/2022,16h28,DCD16/12/2022 PAG. 36,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2746517&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A28&sgFaseSessao=BC&Data=15%2F12%2F2022&txApelido=Marcel+Van+Hattem&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A28,"Contrariedade à aprovação do Projeto de Resolução do Congresso Nacional nº 3, de 2022, sobre a alteração de disposições da Resolução nº 01/2006-CN, com vista à ampliação da transparência da sistemática de apresentação de emendas de relator-geral, e o estabelecimento de critérios de proporcionalidade e impessoalidade na aprovação e execução de tais emendas. Maior transparência do orçamento público."
Rubens Pereira Júnior,PT,MA,180.2022,ENCERRAMENTO,15/12/2022,13h55,DCD16/12/2022 PAG. 137,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2748036&nuOrador=1&nuInsercao=1&dtHorarioQuarto=13%3A55&sgFaseSessao=EN&Data=15%2F12%2F2022&txApelido=Rubens+Pereira+J%C3%BAnior&txFaseSessao=Encerramento&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=13%3A55,"Redução dos índices de queimadas no Estado do Maranhão. Participação de membros da Secretaria de Estado do Meio Ambiente e Recursos Naturais na 27ª Conferência das Partes das Nações Unidas sobre Mudanças Climáticas - COP-27, realizada no Egito. Devastação do meio ambiente pelo Governo Jair Bolsonaro. Expectativa de criação do Ministério dos Povos Originários."
Luiz Lima,PL,RJ,180.2022,ENCERRAMENTO,15/12/2022,13h55,DCD16/12/2022 PAG. 136,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2748035&nuOrador=1&nuInsercao=1&dtHorarioQuarto=13%3A55&sgFaseSessao=EN&Data=15%2F12%2F2022&txApelido=Luiz+Lima&txFaseSessao=Encerramento&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=13%3A55,"Indignação do orador com a aprovação pela Casa de emenda apresentada ao Projeto de Lei nº 2.896, de 2022, em benefício do futuro Presidente do Banco Nacional de Desenvolvimento Econômico e Social - BNDES, Sr. Aloizio Mercadante."
João Daniel,PT,SE,180.2022,ENCERRAMENTO,15/12/2022,13h55,DCD16/12/2022 PAG. 138,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2748037&nuOrador=1&nuInsercao=1&dtHorarioQuarto=13%3A55&sgFaseSessao=EN&Data=15%2F12%2F2022&txApelido=Jo%C3%A3o+Daniel&txFaseSessao=Encerramento&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=13%3A55,"Participação em visita técnica ao Estado do Pará para debate do Programa Abrace Marajó, gerado no âmbito do Ministério da Mulher, da Família e dos Direitos Humanos."
Acácio Favacho,MDB,AP,180.2022,ENCERRAMENTO,15/12/2022,13h55,DCD16/12/2022 PAG. 139,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=180.2022&nuQuarto=2748038&nuOrador=1&nuInsercao=1&dtHorarioQuarto=13%3A55&sgFaseSessao=EN&Data=15%2F12%2F2022&txApelido=Ac%C3%A1cio+Favacho&txFaseSessao=Encerramento&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=13%3A55,"Indignação com o reajuste das tarifas de energia elétrica em 36,08%, no Estado do Amapá."
Reginaldo Lopes,PT,MG,179.2022,ORDEM DO DIA,14/12/2022,22h24,DCD15/12/2022 PAG. 203,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741448&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A24&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Reginaldo+Lopes&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A24,"Apoio à atuação do Deputado Subtenente Gonzaga no campo da segurança pública. Elogio ao futuro Ministro a Economia, Fernando Haddad, pela indicação do Sr. Bernard Appy ao cargo de Secretário Especial da Reforma Tributária. Razões da necessidade de aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição das regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023."
Subtenente Gonzaga,PSD,MG,179.2022,ORDEM DO DIA,14/12/2022,22h20,DCD15/12/2022 PAG. 202,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741445&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A20&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Subtenente+Gonzaga&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A20,"Elogio ao Presidente em exercício dos trabalhos, Deputado General Peternelli. Importância da aprovação pela Casa do Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios. Agradecimento aos Parlamentares e à equipe de consultores, assessores e técnicos pela aprovação da propositura. Prioridade da Casa na área de segurança pública. Despedida do orador da Câmara dos Deputados."
Angela Amin,PP,SC,179.2022,ORDEM DO DIA,14/12/2022,22h12,DCD15/12/2022 PAG. 200,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741442&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A12&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Angela+Amin&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A12,"Balanço da atuação parlamentar da oradora. Evolução da Lei de Diretrizes e Bases da Educação Nacional. Aprovação, pela Comissão de Ciência, Tecnologia, Inovação, Comunicação e Informática, do Senado Federal, do Projeto de Lei nº 4.513, de 2020, sobre a instituição da Política Nacional de Educação Digital. Agradecimento ao PP, à Universidade Federal de Santa Catarina e aos Profs. Neri dos Santos, Roberto Pacheco e Gregório Varvakis. Comprometimento da oradora com a educação brasileira. Despedida da Parlamentar da Câmara dos Deputados."
Adriana Ventura,NOVO,SP,179.2022,ORDEM DO DIA,14/12/2022,22h12,DCD15/12/2022 PAG. 200,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741440&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A12&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Adriana+Ventura&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A12,"Congratulações ao Deputado Efraim Filho, futuro Senador da República, e à Deputada Paula Belmonte, Relatora do Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias. Relevância das pautas defendidas pela Deputada Angela Amin. Importância do legado deixado pela Deputada Paula Belmonte."
Fábio Henrique,UNIÃO,SE,179.2022,ORDEM DO DIA,14/12/2022,22h08,DCD15/12/2022 PAG. 199,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741437&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A08&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=F%C3%A1bio+Henrique&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A08,"Inexistência de acordo para a votação do Projeto de Lei nº 1.949, de 2007, sobre a instituição da Lei Geral da Polícia Civil, segundo o Presidente da Confederação Brasileira de Trabalhadores Policiais Civis - COBRAPOL, Delegado Adriano Bandeira. Conveniência de reabertura da discussão da matéria em momento oportuno."
Paula Belmonte,CIDADANIA,DF,179.2022,ORDEM DO DIA,14/12/2022,22h04,DCD15/12/2022 PAG. 197,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741432&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A04&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Paula+Belmonte&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A04,"Reconhecimento da atuação parlamentar do Deputado General Peternelli. Importância da aprovação do Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias."
Efraim Filho,UNIÃO,PB,179.2022,ORDEM DO DIA,14/12/2022,22h04,DCD15/12/2022 PAG. 198,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741434&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A04&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Efraim+Filho&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A04,"Reconhecimento da atuação parlamentar do Presidente em exercício dos trabalhos, Deputado General Peternelli. Agradecimento à Deputada Paula Belmonte, Relatora do Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias. Agradecimento à Frente Parlamentar do Comércio, Serviços e Empreendedorismo - FCS ; à Frente Parlamentar Mista do Empreendedorismo; à Associação Brasileira de Automação para o Comércio - AFRAC; e à União Nacional de Entidades do Comércio e Serviços - UNECS pela participação no processo de elaboração do Projeto de Lei Complementar nº 178, de 2021. Importância da aprovação da propositura pela Câmara dos Deputados. Eleição do orador para o cargo de Senador da República."
Túlio Gadêlha,REDE,PE,179.2022,ORDEM DO DIA,14/12/2022,22h00,DCD15/12/2022 PAG. 196,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741426&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A00&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=T%C3%BAlio+Gad%C3%AAlha&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A00,"Congratulações ao Deputado Tadeu Alencar, ao ensejo de sua despedida da Câmara dos Deputados."
Renildo Calheiros,PCdoB,PE,179.2022,ORDEM DO DIA,14/12/2022,22h00,DCD15/12/2022 PAG. 195,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741424&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A00&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Renildo+Calheiros&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A00,"Congratulações ao Deputado Tadeu Alencar, ao ensejo de sua despedida da Câmara dos Deputados."
Tadeu Alencar,PSB,PE,179.2022,ORDEM DO DIA,14/12/2022,21h52,DCD15/12/2022 PAG. 194,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741418&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A52&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Tadeu+Alencar&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A52,"Participação do orador na administração do ex-Governador do Estado de Pernambuco, Eduardo Campos. Pautas defendidas pelo Parlamentar no exercício do seu mandato. Fracasso do Governo Jair Bolsonaro. Agradecimento do eleitorado pernambucano pelos votos recebidos nas recentes eleições. Agradecimento aos Parlamentares pelo convívio harmonioso na Casa. Regozijo com a eleição do Sr. Luiz Inácio Lula da Silva à Presidência da República. Despedida do orador da Câmara dos Deputados."
Paula Belmonte,CIDADANIA,DF,179.2022,ORDEM DO DIA,14/12/2022,21h52,DCD15/12/2022 PAG. 192,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741389&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A52&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Paula+Belmonte&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A52,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Tiago Mitraud,NOVO,MG,179.2022,ORDEM DO DIA,14/12/2022,21h48,DCD15/12/2022 PAG. 191,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741366&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Tadeu Alencar,PSB,PE,179.2022,ORDEM DO DIA,14/12/2022,21h48,DCD15/12/2022 PAG. 191,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741368&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Tadeu+Alencar&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Sâmia Bomfim,PSOL,SP,179.2022,ORDEM DO DIA,14/12/2022,21h48,DCD15/12/2022 PAG. 192,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741376&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
João Campos,REPUBLICANOS,GO,179.2022,ORDEM DO DIA,14/12/2022,21h48,DCD15/12/2022 PAG. 191,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741365&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A48&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Jo%C3%A3o+Campos&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A48,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Paula Belmonte,CIDADANIA,DF,179.2022,ORDEM DO DIA,14/12/2022,21h44,DCD15/12/2022 PAG. 189,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741346&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Paula+Belmonte&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Emissão de parecer à Emenda de Plenário nº 1, apresentada ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias."
Efraim Filho,UNIÃO,PB,179.2022,ORDEM DO DIA,14/12/2022,21h44,DCD15/12/2022 PAG. 190,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741359&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Efraim+Filho&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Capitão Alberto Neto,PL,AM,179.2022,ORDEM DO DIA,14/12/2022,21h44,DCD15/12/2022 PAG. 190,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741351&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A44&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Capit%C3%A3o+Alberto+Neto&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A44,"Orientação de bancada na votação do substitutivo oferecido pela Relatora da Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 178, de 2021, sobre a instituição do Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias, ressalvados os destaques."
Capitão Augusto,PL,SP,179.2022,ORDEM DO DIA,14/12/2022,21h40,DCD15/12/2022 PAG. 187,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741343&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A40&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Capit%C3%A3o+Augusto&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A40,"Agradecimento ao Presidente Arthur Lira pela votação e aprovação do Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios. Agradecimento a entidades representativas dos militares, a Ministros de Estado e Parlamentares pelo apoiamento à proposição."
Tiago Mitraud,NOVO,MG,179.2022,ORDEM DO DIA,14/12/2022,21h36,DCD15/12/2022 PAG. 185,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741326&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
Sâmia Bomfim,PSOL,SP,179.2022,ORDEM DO DIA,14/12/2022,21h36,DCD15/12/2022 PAG. 185,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741324&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
Pastor Sargento Isidório,AVANTE,BA,179.2022,ORDEM DO DIA,14/12/2022,21h36,DCD15/12/2022 PAG. 186,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741333&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A36&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Pastor+Sargento+Isid%C3%B3rio&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A36,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios. Urgente necessidade de instituição da lei orgânica das polícias."
Tadeu Alencar,PSB,PE,179.2022,ORDEM DO DIA,14/12/2022,21h32,DCD15/12/2022 PAG. 184,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741312&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A32&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Tadeu+Alencar&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A32,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
Renildo Calheiros,PCdoB,PE,179.2022,ORDEM DO DIA,14/12/2022,21h32,DCD15/12/2022 PAG. 184,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741311&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A32&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Renildo+Calheiros&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A32,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
Pompeo de Mattos,PDT,RS,179.2022,ORDEM DO DIA,14/12/2022,21h32,DCD15/12/2022 PAG. 185,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741316&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A32&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Pompeo+de+Mattos&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A32,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido ao Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
Subtenente Gonzaga,PSD,MG,179.2022,ORDEM DO DIA,14/12/2022,21h28,DCD15/12/2022 PAG. 183,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=179.2022&nuQuarto=2741303&nuOrador=1&nuInsercao=1&dtHorarioQuarto=21%3A28&sgFaseSessao=OD&Data=14%2F12%2F2022&txApelido=Subtenente+Gonzaga&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=21%3A28,"Orientação de bancada na votação do requerimento de destaque supressivo do art. 36 do substitutivo oferecido aoProjeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e dos corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios."
