parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario
Pompeo de Mattos,PDT,RS,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h48,DCD14/12/2022 PAG. 90,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734932&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A48&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Pompeo+de+Mattos&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A48,"Apelo à Casa de aprovação do Projeto de Lei nº 1.559, de 2021, relativo à instituição do piso salarial dos profissionais farmacêuticos."
Leo de Brito,PT,AC,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h44,DCD14/12/2022 PAG. 88,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734930&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A44&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Leo+de+Brito&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A44,"Exigência de punição rigorosa de envolvidos em atos de vandalismo e violência em Brasília, Distrito Federal. Diplomação do Presidente eleito Luiz Inácio Lula da Silva. Necessidade de aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023."
Padre João,PT,MG,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h40,DCD14/12/2022 PAG. 87,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734927&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A40&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Padre+Jo%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A40,"Consolidação da vitória da democracia com a diplomação do Presidente e do Vice-Presidente eleitos, respectivamente, Luiz Inácio Lula da Silva e Geraldo Alckmin. Confiança na atuação do governo petista contra responsáveis por atos fascistas e de vandalismo. Necessidade de aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição de regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023."
Domingos Sávio,PL,MG,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h36,DCD14/12/2022 PAG. 86,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734924&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A36&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Domingos+S%C3%A1vio&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A36,"Posicionamento do orador contrário à aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição das regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023. Eleição do orador para Vice-Presidente da Frente Parlamentar da Agricultura na Região Sudeste. Homenagem aos produtores rurais brasileiros."
Sâmia Bomfim,PSOL,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h32,DCD14/12/2022 PAG. 85,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734921&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A32&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A32,"Inadmissibilidade dos atos de violência e vandalismo praticados por manifestantes bolsonaristas em Brasília, Distrito Federal. Necessidade de esclarecimento, por parte do Governador do Distrito Federal Ibaneis Rocha, da omissão do Poder Público sobre o caso. Aplausos ao Ministro do Supremo Tribunal Federal, Alexandre de Moraes, pela coibição de atos antidemocráticos. Defesa de identificação e punição exemplar de financiadores de atos golpistas. Diplomação do Presidente eleito Luiz Inácio Lula da Silva."
Marcelo Moraes,PL,RS,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h28,DCD14/12/2022 PAG. 84,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734916&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A28&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Marcelo+Moraes&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A28,"Descontentamento com a diplomação do Presidente eleito Luiz Inácio Lula da Silva. Posicionamento contrário à aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição das regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023."
José Medeiros,PL,MT,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h28,DCD14/12/2022 PAG. 84,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734918&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A28&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Jos%C3%A9+Medeiros&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A28,"Repúdio à ditadura da toga vigente no País. Ruptura do Estado Democrático de Direito com a determinação, pelo Ministro Alexandre de Moraes, do Supremo Tribunal Federal, de cerceamento da liberdade de expressão dos Parlamentares. Responsabilização do Ministro da Suprema Corte por eventual agravamento dos protestos contra a falta de transparência no processo eleitoral."
Márcio Jerry,PCdoB,MA,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h24,DCD14/12/2022 PAG. 83,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734911&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A24&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=M%C3%A1rcio+Jerry&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A24,"Responsabilidade do Presidente Jair Bolsonaro por atos de vandalismo antidemocráticos ocorridos em Brasília, Distrito Federal. Elogio à iniciativa do Senador eleito pelo Estado do Maranhão e indicado para o cargo de Ministro da Justiça e Segurança Pública do novo governo, Flávio Dino, de manifestação ao povo brasileiro contra os atos antidemocráticos. Necessidade de investigação e punição dos responsáveis pelo vandalismo ocorrido na capital do País. Repúdio ao comportamento criminoso e violento de setores minoritários insatisfeitos com o resultado das eleições presidenciais de 2022."
Merlong Solano,PT,PI,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h20,DCD14/12/2022 PAG. 82,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734906&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A20&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Merlong+Solano&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A20,"Ocorrência de ações de vandalismo em Brasília, Distrito Federal, atentatórios contra o Estado Democrático de Direito. Gravidade da proteção dada pelo Presidente Jair Bolsonaro a suposto participante dos atos. Omissão do Presidente da República na adoção de providências para defesa das instituições democráticas. Defesa da aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição das regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023."
Célio Silveira,MDB,GO,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h16,DCD14/12/2022 PAG. 80,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734903&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A16&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=C%C3%A9lio+Silveira&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A16,"Transcurso do 276º aniversário de emancipação político-administrativa do Município de Luziânia, Estado de Goiás. Atuação parlamentar do orador em prol dos interesses da municipalidade goiana."
Paulão,PT,AL,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h12,DCD14/12/2022 PAG. 80,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2734900&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A12&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Paul%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A12,"Consolidação do Estado Democrático de Direito com a diplomação do Presidente da República eleito, Luiz Inácio Lula da Silva, pelo Tribunal Superior Eleitoral. Transmissão de esperança para povo brasileiro no discurso do petista proferido na solenidade de diplomação. Necessidade de investigação pelo Governo do Distrito Federal de atos de vandalismo praticados por apoiadores do Presidente Jair Bolsonaro na capital do País. Gravidade de oferta de abrigo no Palácio do Planalto ao jornalista Oswaldo Eustáquio pelo Chefe do Poder Executivo Federal."
Delegado Marcelo Freitas,UNIÃO,MG,177.2022,BREVES COMUNICAÇÕES,13/12/2022,16h08,DCD14/12/2022 PAG. 79,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2737374&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A08&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Delegado+Marcelo+Freitas&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A08,"Descumprimento do preceito da responsabilidade fiscal no planejamento e execução do orçamento público pela Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019)."
Giovani Cherini,PL,RS,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h56,DCD14/12/2022 PAG. 76,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2737367&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A56&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Giovani+Cherini&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A56,"Repúdio a pronunciamentos sobre a realização de manifestações antidemocráticas e golpistas por aliados e apoiadores do Presidente Jair Bolsonaro. Descontentamento com a diplomação do Presidente da República eleito, Luiz Inácio Lula da Silva, pelo Tribunal Superior Eleitoral. Imposição de censura à Direita brasileira nas redes sociais. Parcialidade de Ministros do Supremo Tribunal Federal na relação com Luiz Inácio Lula da Silva. Posicionamento contrário à Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019). Expectativa de rejeição da matéria pela Casa."
Pompeo de Mattos,PDT,RS,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h52,DCD14/12/2022 PAG. 74,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2737359&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A52&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Pompeo+de+Mattos&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A52,"Apoio à luta da população do Município de Tabaí, Estado do Rio Grande do Sul, pela implantação de redutores de velocidade em rodovia estadual de ligação com o Município de Santa Maria."
Lídice da Mata,PSB,BA,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h52,DCD14/12/2022 PAG. 75,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2737364&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A52&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=L%C3%ADdice+da+Mata&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A52,"Regozijo com a indicação da cantora e compositora baiana para o cargo de Ministra da Cultura do novo governo. Satisfação com a diplomação do Presidente e Vice-Presidente da República eleitos, respectivamente, Luiz Inácio Lula da Silva e Geraldo Alckmin, pelo Tribunal Superior Eleitoral. Necessidade de fim da contestação falaciosa do resultado das eleições presidenciais de 2022. Omissão do Presidente Jair Bolsonaro sobre atos de vandalismo praticados em Brasília, Distrito Federal, por seus apoiadores. Necessidade de investigação e punição dos responsáveis pelos atos de vandalismo. Defesa da aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019)."
Helder Salomão,PT,ES,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h48,DCD14/12/2022 PAG. 73,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2737357&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A48&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Helder+Salom%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A48,"Diplomação do Presidente da República eleito, Luiz Inácio Lula da Silva, pelo Tribunal Superior Eleitoral. Congratulações ao petista pelo anúncio da cantora e compositora Margareth Menezes para o cargo de Ministra da Cultura. Necessidade de investigação e identificação dos responsáveis por atos de terrorismo e vandalismo ocorridos em Brasília, Distrito Federal, contra o o resultado legítimo das eleições presidenciais de 2022. Defesa da aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019)."
Sâmia Bomfim,PSOL,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h44,DCD14/12/2022 PAG. 73,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733928&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A44&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A44,"Saudação ao Presidente da República eleito, Luiz Inácio Lula da Silva, pela escolha da cantora e compositora Margareth Menezes para o cargo de Ministra da Cultura."
David Soares,UNIÃO,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h44,DCD14/12/2022 PAG. 72,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733926&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A44&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=David+Soares&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A44,Descoberta por cientistas norte-americanos de mecanismo de produção de energia através de fusão nuclear. Necessidade de investimentos pelo novo governo do Brasil na pesquisa científica sobre a área energética.
Carlos Zarattini,PT,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h40,DCD14/12/2022 PAG. 71,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733923&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A40&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Carlos+Zarattini&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A40,"Necessidade de identificação, pelo órgãos de segurança pública do Distrito Federal, de manifestantes apoiadores do Presidente Jair Bolsonaro responsáveis por atos de vandalismo ocorridos na capital do País. Defesa de aplicação da lei antiterrorismo para o caso. Imediata votação pela Casa da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019)."
Jones Moura,PSD,RJ,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h36,DCD14/12/2022 PAG. 70,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733920&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A36&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Jones+Moura&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A36,"Defesa de retirada de pauta do Projeto de Lei nº 4.363, de 2001, sobre o estabelecimento de normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e corpos de bombeiros militares dos Estados, do Distrito Federal e dos Territórios. Pedido ao PT de continuidade de obstrução das votações da matéria."
Otoni de Paula,MDB,RJ,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h32,DCD14/12/2022 PAG. 69,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733915&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A32&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Otoni+de+Paula&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A32,Apelo ao Presidente Jair Bolsonaro de decisão sobre as manifestações contra o resultado ilegítimo das eleições presidenciais de 2022.
Luis Miranda,REPUBLICANOS,DF,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h28,DCD14/12/2022 PAG. 68,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733910&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A28&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Luis+Miranda&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A28,"Posicionamento contrário à aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023, (apensada à PEC nº 24, de 2019)."
Jandira Feghali,PCdoB,RJ,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h28,DCD14/12/2022 PAG. 68,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733912&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A28&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Jandira+Feghali&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A28,"Extrapolação do limite do teto de gastos públicos pelo Governo Jair Bolsonaro. Reiteração da necessidade de aprovação da Proposta de Emenda à Constituição nº 32, de 2022, sobre alteração do Ato das Disposições Constitucionais Transitórias, para permissão da implementação do Programa Bolsa Família e definição de regras para a transição da Presidência da República aplicáveis à Lei Orçamentária de 2023 (apensada à PEC nº 24, de 2019). Diplomação do Presidente e Vice-Presidente da República eleitos, respectivamente, Luiz Inácio Lula da Silva e Geraldo Alckmin, pelo Tribunal Superior Eleitoral. Comemorações alusivas ao 110º aniversário de nascimento do cantor e compositor Luiz Gonzaga ao ensejo do transcurso do Dia Nacional do Forró."
Sidney Leite,PSD,AM,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h20,DCD14/12/2022 PAG. 66,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733907&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A20&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Sidney+Leite&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A20,"Aumento da pobreza e da desigualdade no Estado do Amazonas em face do despreparo da gestão do Governador Wilson Lima na aplicação de recursos próprios estaduais na melhoria dos serviços públicos, na infraestrutura e no desenvolvimento econômico. Piora da qualidade dos serviços estaduais de educação e saúde no Amazonas. Adoção de providencias pelo orador juntos a órgãos competentes para investigação de indícios de desvio de recursos públicos no Governo amazonense."
Marcon,PT,RS,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h16,DCD14/12/2022 PAG. 65,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733904&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A16&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Marcon&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A16,"Contestação ao discurso proferido pelo Deputado Eduardo Bolsonaro sobre a infiltração da Esquerda em atos de vandalismo ocorridos no Distrito Federal. Caráter desastroso do Governo Jair Bolsonaro. Razões do voto do orador favorável à Proposta de Emenda à Constituição nº 32, de 2022, sobre a alteração do Ato das Disposições Constitucionais Transitórias, com vista à implementação do Programa Bolsa Família e à definição das regras de transição da Presidência da República aplicáveis à Lei Orçamentária de 2023. Exigência de investigação e punição dos responsáveis pelo assassinato do Sr. Raimundo de Oliveira, líder do Movimento dos Trabalhadores Rurais Sem Terra - MST no Estado de Tocantins."
Neucimar Fraga,PP,ES,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h12,DCD14/12/2022 PAG. 64,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733901&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A12&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Neucimar+Fraga&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A12,"Apelo ao Senado Federal de votação do Projeto de Lei nº 2.337, de 2021, do Poder Executivo, sobre a alteração a legislação do Imposto sobre a Renda e Proventos de Qualquer Natureza, de Pessoas Físicas e de Pessoas Jurídicas, e da Contribuição Social sobre o Lucro Líquido; do Projeto de Lei nº 3.729, de 2004, a respeito da concessão de licenciamento ambiental; e da Proposta de Emenda à Constituição nº 115, de 2015, (nº 171, de 1993, na Câmara dos Deputados), relativa à redução da maioridade penal. (Proposições aprovadas pela Câmara dos Deputados)."
Eduardo Bolsonaro,PL,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h12,DCD14/12/2022 PAG. 64,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733899&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A12&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Eduardo+Bolsonaro&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A12,"Dados corroboradores da suspeita do orador de infiltração de esquerdistas em recente manifestação ocorrida em Brasília, Distrito Federal."
Ivan Valente,PSOL,SP,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h08,DCD14/12/2022 PAG. 63,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733896&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A08&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Ivan+Valente&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A08,"Saudação ao Presidente eleito Luiz Inácio Lula da Silva. Retrocesso da gestão do Presidente Jair Bolsonaro. Congratulações ao Presidente do Tribunal Superior Eleitoral, Ministro Alexandre de Moraes. Acerto da determinação, pelo Presidente da Corte Eleitoral, da prisão de indígena bolsonarista. Repúdio aos atos de vandalismo e terrorismo promovidos por militantes da extrema-direita no Distrito Federal. Defesa de julgamento e prisão do Presidente Jair Bolsonaro por crimes praticados contra a vida, a humanidade, a liberdade, o Estado Democrático de Direito e o povo brasileiro."
Cleber Verde,REPUBLICANOS,MA,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h08,DCD14/12/2022 PAG. 62,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733894&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A08&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Cleber+Verde&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A08,Comemoração do Dia do Marinheiro. Agradecimento à Marinha do Brasil pela outorga ao orador da Medalha do Mérito Tamandaré. Homenagem aos integrantes da força naval brasileira.
Zé Neto,PT,BA,177.2022,BREVES COMUNICAÇÕES,13/12/2022,15h04,DCD14/12/2022 PAG. 62,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=177.2022&nuQuarto=2733889&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A04&sgFaseSessao=BC&Data=13%2F12%2F2022&txApelido=Z%C3%A9+Neto&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A04,"Descumprimento do teto de gastos públicos pelo Governo Jair Bolsonaro. Constatação, pela equipe de transição do novo governo, da situação lastimável do País deixada pelo atual governo. Paralisação das obras do contorno da cidade de Feira de Santana, no Estado da Bahia. Apelo ao Ministro da Cidadania, João Roma, de manutenção dos recursos orçamentários destinados à duplicação da BR-116, trecho Feira de Santana-Serrinha."
