topic,terms
0,"0.008*""mulher"" + 0.007*""grande"" + 0.006*""todo"" + 0.006*""bolsonaro"" + 0.006*""lei"" + 0.005*""veto"" + 0.005*""brasil"" + 0.004*""hoje"" + 0.004*""momento"" + 0.004*""governo"""
1,"0.014*""mdb"" + 0.008*""brasil"" + 0.006*""grande"" + 0.006*""votar"" + 0.006*""orientar"" + 0.006*""público"" + 0.006*""lei"" + 0.006*""hoje"" + 0.006*""ano"" + 0.006*""sr_presidente"""
2,"0.014*""mdb"" + 0.007*""orador"" + 0.007*""revisão"" + 0.007*""sim"" + 0.007*""orientar"" + 0.006*""recurso"" + 0.005*""bom"" + 0.005*""ordem"" + 0.005*""emenda"" + 0.005*""relator"""
3,"0.008*""recurso"" + 0.008*""povo"" + 0.007*""real"" + 0.007*""todo"" + 0.007*""brasileiro"" + 0.006*""grande"" + 0.005*""receber"" + 0.005*""maranhão"" + 0.005*""milhão"" + 0.005*""estado"""
