topic,terms
0,"0.013*""povo"" + 0.012*""governo"" + 0.011*""brasileiro"" + 0.010*""brasil"" + 0.009*""bolsonaro"" + 0.008*""país"" + 0.008*""real"" + 0.007*""todo"" + 0.006*""ano"" + 0.006*""pessoa"""
1,"0.008*""político"" + 0.008*""todo"" + 0.007*""dia"" + 0.005*""violência"" + 0.005*""eleição"" + 0.005*""público"" + 0.005*""ódio"" + 0.004*""projeto"" + 0.004*""país"" + 0.004*""pessoa"""
2,"0.020*""direito"" + 0.018*""trabalhador"" + 0.012*""pt"" + 0.009*""votar"" + 0.008*""todo"" + 0.008*""trabalho"" + 0.007*""povo"" + 0.006*""revisão"" + 0.006*""orador"" + 0.006*""brasil"""
3,"0.016*""cultura"" + 0.009*""todo"" + 0.009*""brasileiro"" + 0.009*""pt"" + 0.009*""pessoa"" + 0.008*""veto"" + 0.008*""votar"" + 0.007*""orador"" + 0.007*""revisão"" + 0.006*""lei"""
4,"0.009*""veto"" + 0.007*""acordo"" + 0.007*""ba"" + 0.007*""todo"" + 0.007*""revisão"" + 0.006*""orador"" + 0.006*""bloco__pt"" + 0.006*""orçamento"" + 0.006*""pt"" + 0.005*""destaque"""
5,"0.011*""saúde"" + 0.011*""público"" + 0.009*""recurso"" + 0.008*""turismo"" + 0.006*""projeto"" + 0.006*""político"" + 0.006*""texto"" + 0.005*""governo"" + 0.005*""votar"" + 0.005*""casa"""
