topic,terms
0,"0.037*""de"" + 0.037*""e"" + 0.019*""o"" + 0.018*""por"" + 0.018*""que"" + 0.016*""a"" + 0.010*""mdb"" + 0.008*""sua"" + 0.008*""as"" + 0.008*""se"""
1,"0.006*""3"" + 0.001*""de"" + 0.001*""2"" + 0.001*""a"" + 0.001*""o"" + 0.001*""e"" + 0.001*""que"" + 0.001*""1"" + 0.001*""trabalhadores"" + 0.001*""com"""
2,"0.006*""com"" + 0.005*""rechacamos"" + 0.005*""argumento"" + 0.005*""veemencia"" + 0.005*""tal"" + 0.005*""antigreve"" + 0.005*""critica"" + 0.005*""medidas"" + 0.005*""votacao"" + 0.005*""formalista"""
3,"0.006*""boia"" + 0.006*""bancarios"" + 0.006*""profissionais"" + 0.006*""professores"" + 0.006*""funcionarios"" + 0.006*""frias"" + 0.006*""etc"" + 0.006*""vanguarda"" + 0.006*""unindo"" + 0.006*""publicos"""
4,"0.045*""e"" + 0.045*""de"" + 0.037*""a"" + 0.031*""que"" + 0.028*""o"" + 0.017*""trabalhadores"" + 0.017*""do"" + 0.015*""dos"" + 0.015*""se"" + 0.014*""os"""
