topic,terms
0,"0.012*""brasil"" + 0.008*""social"" + 0.008*""encontro"" + 0.007*""educação"" + 0.006*""caminho"" + 0.006*""brasileiro"" + 0.006*""saúde"" + 0.005*""mdb"" + 0.005*""político"" + 0.005*""nacional"""
1,"0.017*""brasil"" + 0.014*""país"" + 0.009*""público"" + 0.009*""brasileiro"" + 0.008*""grande"" + 0.008*""causar"" + 0.007*""mdb"" + 0.006*""caminho"" + 0.006*""desenvolvimento"" + 0.005*""econômico"""
2,"0.009*""brasil"" + 0.007*""nacional"" + 0.007*""país"" + 0.006*""político"" + 0.006*""brasileiro"" + 0.005*""econômico"" + 0.005*""social"" + 0.005*""dever"" + 0.005*""mdb"" + 0.004*""investimento"""
