parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario,raw_disc,preprocess_disc,tokens
Vivi Reis,PSOL,PA,141.2022,ORDEM DO DIA,19/10/2022,13h12,DCD20/10/2022 PAG. 99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=141.2022&nuQuarto=2659762&nuOrador=1&nuInsercao=1&dtHorarioQuarto=13%3A12&sgFaseSessao=OD&Data=19%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=13%3A12,Protesto contra violência política de gênero cometida por Deputado da Casa. Anúncio de encaminhamento de denúncia à Procuradoria da Mulher da Câmara dos Deputados sobre o caso.,"A SRA. VIVI REIS (PSOL - PA. Como Líder. Sem revisão da oradora.) - Muito obrigada. Quero aqui trazer a denúncia do que aconteceu neste plenário. O que aconteceu aqui foi um caso de violência política de gênero. Quando o Deputado chama Deputadas de loucas, ele está aplicando uma forma de violência muito grave, que não deveria ser aceitável neste plenário. É interessante que o tal Deputado se intitule professor. Como pode alguém que se diz professor fazer uma fala violenta, agressiva, de ataque a Deputadas Federais, chamando-as de loucas e, ainda por cima, utilizando o termo de uma forma equivocada — pois hoje há um debate muito avançado a respeito do que é a loucura —, inclusive chamando de loucas justamente Deputada Erika Kokay e eu, Deputada Vivi Reis, Deputadas que defendem a luta antimanicomial, que estamos na linha de frente da defesa da saúde mental. Nós não vamos aceitar o uso desse termo, tentando que seja pejorativo! Sabemos bem a sua intenção e a forma como as mulheres são tratadas. Quando se chama uma mulher que está aqui, ocupando um lugar na política, de louca, está-se aplicando a violência de querer deslegitimá-la, de querer insinuar que nós mulheres não sabemos, não temos consciência para debater os temas que estamos aqui debatendo — e o fazemos com excelência, inclusive. Como já falei aqui durante a orientação do PSOL, exigimos uma retratação desse Deputado. Eu, inclusive, havia escutado outro termo. Não escutei ""louca"", escutei outro termo, e assim me pronunciei na orientação do meu partido, fazendo a denúncia e dizendo que nós não vamos aceitar nenhum tipo de violência contra a mulher, de violência política de gênero. Isso tem nome: violência política de gênero. Gravem esse termo, porque é isso que nós combatemos diariamente quando nos dispomos a entrar no plenário da Câmara de Deputados, quando nos dispomos a colocar o nosso nome à disposição de projetos coletivos e da defesa da vida e do direito das mulheres. Nós não vamos aceitar que nenhum Deputado chegue aqui, aponte o dedo na nossa cara e nos chame de qualquer termo que ele entende como pejorativo, porque nós estamos aqui ocupando lugar nosso de direito. E vamos seguir aqui sendo Deputadas atuantes, Deputadas que debatem sobre todos os temas. E nós vamos seguir também mostrando que é inaceitável qualquer tipo de violência política de gênero. Por isso, vamos também dar entrada em uma denúncia na Procuradoria da Mulher da Câmara, porque nós precisamos de uma manifestação pública de solidariedade e de denúncia, e uma manifestação de retratação por parte do Deputado... A SRA. PRESIDENTE (Geovania de Sá. PSDB - SC) - O microfone da Deputada Vivi Reis está com o volume baixo. Peço só 1 minuto, Deputada. Recomporei o tempo de V.Exa. (Pausa.) A SRA. VIVI REIS (PSOL - PA) - Vamos fazer essa denúncia e exigir também essa retratação. É esse tipo de atitude que faz com que as mulheres saiam dos espaços da política, com que a nossa saúde mental seja atingida e que o nosso lugar na política seja a todo tempo ameaçado. Sigamos juntas na defesa dos direitos das mulheres! Por mais mulheres na política! Por respeito e dignidade neste lugar que nós continuaremos ocupando!",denúncia exigir retratação tipo atitude mulher saiam espaço político saúde mental atingir lugar político todo tempo ameaçar sigamos junto defesa direito mulher mulher político respeito dignidade lugar continuarer ocupar,"['denúncia', 'exigir', 'retratação', 'tipo', 'atitude', 'mulher', 'saiam', 'espaço', 'político', 'saúde', 'mental', 'atingir', 'lugar', 'político', 'todo', 'tempo', 'ameaçar', 'sigamos', 'junto', 'defesa', 'direito', 'mulher', 'mulher', 'político', 'respeito', 'dignidade', 'lugar', 'continuarer', 'ocupar']"
Vivi Reis,PSOL,PA,141.2022,ORDEM DO DIA,19/10/2022,12h52,DCD20/10/2022 PAG. 93,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=141.2022&nuQuarto=2659745&nuOrador=1&nuInsercao=1&dtHorarioQuarto=12%3A52&sgFaseSessao=OD&Data=19%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=12%3A52,"Orientação de bancada na votação do requerimento de destaque para votação em separado, com vistas à rejeição, do Art. 4º da Lei 13.240, de 2015, alterada pelo artigo 5º do projeto de lei de conversão apresentado à Medida Provisória nº 1.127, de 2022, sobre alteração da Lei nº 9.636, de 1998, para modificação da forma de reajuste das receitas patrimoniais da União decorrentes da atualização da planta de valores e desburocratização de procedimentos de alienação e registro de imóveis da União; das as Leis nºs 11.483, de 2007, e 13.240, de 2015, e dos Decretos-Lei nºs 2.398, de 1987, para disposição sobre as hipóteses de aplicação do prazo de transferência de imóveis, e 9.760, de 1946, para disposição sobre regras de demarcação de terrenos de marinha.","A SRA. VIVI REIS (PSOL - PA. Pela ordem. Sem revisão da oradora.) - O PSOL orienta ""não"", inclusive, porque este destaque vai contra a própria lei que já existe em relação às licitações.",psol orientar inclusive destaque contra próprio lei existir relação licitação,"['psol', 'orientar', 'inclusive', 'destaque', 'contra', 'próprio', 'lei', 'existir', 'relação', 'licitação']"
Vivi Reis,PSOL,PA,141.2022,ORDEM DO DIA,19/10/2022,12h44,DCD20/10/2022 PAG. 90,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=141.2022&nuQuarto=2659693&nuOrador=1&nuInsercao=1&dtHorarioQuarto=12%3A44&sgFaseSessao=OD&Data=19%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=12%3A44,"Orientação de bancada na votação do requerimento de destaque para votação em separado, com vistas à rejeição, do art. 31-A da Lei 9.636, de 1998, alterada pelo artigo 2º do projeto de lei de conversão apresentado à Medida Provisória nº 1.127, de 2022, sobre alteração da Lei nº 9.636, de 1998, para modificação da forma de reajuste das receitas patrimoniais da União decorrentes da atualização da planta de valores e desburocratização de procedimentos de alienação e registro de imóveis da União; das as Leis nºs 11.483, de 2007, e 13.240, de 2015, e dos Decretos-Lei nºs 2.398, de 1987, para disposição sobre as hipóteses de aplicação do prazo de transferência de imóveis, e 9.760, de 1946, para disposição sobre regras de demarcação de terrenos de marinha.","A SRA. VIVI REIS (PSOL - PA. Pela ordem. Sem revisão da oradora.) - A Oposição orienta ""não"". Nós entendemos que este projeto é mais uma tentativa de privatização, uma tentativa de fazer com que os bens das estatais sejam privatizados. Essa já é uma prática de sucateamento muito comum no que diz respeito aos bens das empresas estatais, autarquias e fundações. E, depois disso, vem uma tentativa de venda, dizendo que não está sendo utilizado o que deveria ser utilizado na prática. Então, esse é um ciclo de sucateamento, de privatização, que é uma prática muito comum hoje, e nós não podemos permitir que aconteça. Então, orientamos ""não"".",oposição orientar entender projeto tentativar privatização tentativo bem estatal privatizar prática sucateamento comum respeito bem empresa estatal autarquio fundação vir tentativa venda utilizar dever utilizar prática então ciclo sucateamento privatização prático comum hoje permitir acontecer então orientar,"['oposição', 'orientar', 'entender', 'projeto', 'tentativar', 'privatização', 'tentativo', 'bem', 'estatal', 'privatizar', 'prática', 'sucateamento', 'comum', 'respeito', 'bem', 'empresa', 'estatal', 'autarquio', 'fundação', 'vir', 'tentativa', 'venda', 'utilizar', 'dever', 'utilizar', 'prática', 'então', 'ciclo', 'sucateamento', 'privatização', 'prático', 'comum', 'hoje', 'permitir', 'acontecer', 'então', 'orientar']"
Vivi Reis,PSOL,PA,141.2022,ORDEM DO DIA,19/10/2022,12h24,DCD20/10/2022 PAG. 83,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=141.2022&nuQuarto=2659924&nuOrador=1&nuInsercao=1&dtHorarioQuarto=12%3A24&sgFaseSessao=OD&Data=19%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=12%3A24,"Orientação de bancada na votação do requerimento de destaque para votação preferencial do texto original da Medida Provisória nº 1.127, de 2022, sobre alteração da Lei nº 9.636, de 1998, para modificação da forma de reajuste das receitas patrimoniais da União decorrentes da atualização da planta de valores e desburocratização de procedimentos de alienação e registro de imóveis da União; das Leis nºs 11.483, de 2007, e 13.240, de 2015, e dos Decretos-Lei nºs 2.398, de 1987, para disposição sobre as hipóteses de aplicação do prazo de transferência de imóveis, e 9.760, de 1946, para disposição sobre regras de demarcação de terrenos de marinha, em relação ao projeto de lei de conversão apresentado à matéria.","A SRA. VIVI REIS (PSOL - PA. Pela ordem. Sem revisão da oradora.) - O PSOL orienta ""sim"". Nós do PSOL entendemos que o texto inicial da MP é específico, ele é melhor do que o texto que querem apresentar hoje. O novo texto traz uma flexibilização de regras de alienação do patrimônio da União, além de tornar confusas algumas regras sobre imóveis da Previdência para programas sociais. Por isso, nós do PSOL orientamos ""sim"", entendendo que o texto inicial da MP se torna ideal para ser colocado em votação neste plenário.",psol orientar sim psol entender texto inicial mp específico bom texto apresentar hoje novo texto trazer flexibilização regra alienação patrimônio uniãor além tornar confuso algum regra sobre imóvel previdência programa social psol orientar sim entender texto inicial mp tornar ideal colocar votação plenário,"['psol', 'orientar', 'sim', 'psol', 'entender', 'texto', 'inicial', 'mp', 'específico', 'bom', 'texto', 'apresentar', 'hoje', 'novo', 'texto', 'trazer', 'flexibilização', 'regra', 'alienação', 'patrimônio', 'uniãor', 'além', 'tornar', 'confuso', 'algum', 'regra', 'sobre', 'imóvel', 'previdência', 'programa', 'social', 'psol', 'orientar', 'sim', 'entender', 'texto', 'inicial', 'mp', 'tornar', 'ideal', 'colocar', 'votação', 'plenário']"
Vivi Reis,PSOL,PA,141.2022,ORDEM DO DIA,19/10/2022,11h56,DCD20/10/2022 PAG. 73,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=141.2022&nuQuarto=2659664&nuOrador=1&nuInsercao=1&dtHorarioQuarto=11%3A56&sgFaseSessao=OD&Data=19%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=11%3A56,"Orientação de bancada na votação do requerimento de inversão da pauta da presente Ordem do Dia para apreciação como item 1 o Projeto de Lei nº 1.776, de 2015, sobre a inclusão no rol de Crimes Hediondos os crimes de pedofilia, com a remuneração dos demais. Exigência de retratação por Parlamentar em face de ofensa dirigida às Deputadas de esquerda.","A SRA. VIVI REIS (PSOL - PA. Pela ordem. Sem revisão da oradora.) - O PSOL orienta a favor dessa inversão de pauta. Este é o momento de falar sobre o crime de pedofilia, o momento em que o Presidente da República faz declarações que expressam uma fala que nos mostra um caráter pedófilo forte, que mostra que esse Presidente agiu de forma criminosa. Nós não podemos aceitar que a pedofilia seja naturalizada na nossa sociedade. Dizer que ""pintou um clima"" entre crianças é, sim, um crime. Por isso, este é o momento propício para debater esse tema. Por isso, nós somos favoráveis a essa inversão de pauta. Nós do PSOL inclusive entramos com uma notícia-crime no STF contra o Presidente da República, denunciando essa fala pedófila. Não vamos aceitar nenhum caso de pedofilia. Para encerrar, o Deputado que chamou as Deputadas de esquerda de ""escrotas"" tem que se retratar, porque escrota é a política de Jair Bolsonaro e de todos os Deputados que o apoiam.",psol orientar favor inversão pauta momento sobre crime pedofilia momento presidente_da_república declaração expressar mostrar caráter pedófilo forte mostrar agir forma criminoso aceitar pedofilia naturalizar sociedade pintar clima criança sim crime momento propício debater tema favorável inversão pauta psol inclusive entrar notíciacrime stf contra presidente_da_república denunciar pedófila aceitar nenhum caso pedofilia encerrar chamar esquerdo escrota retratar escrota político jair_bolsonaro todo apoiar,"['psol', 'orientar', 'favor', 'inversão', 'pauta', 'momento', 'sobre', 'crime', 'pedofilia', 'momento', 'presidente_da_república', 'declaração', 'expressar', 'mostrar', 'caráter', 'pedófilo', 'forte', 'mostrar', 'agir', 'forma', 'criminoso', 'aceitar', 'pedofilia', 'naturalizar', 'sociedade', 'pintar', 'clima', 'criança', 'sim', 'crime', 'momento', 'propício', 'debater', 'tema', 'favorável', 'inversão', 'pauta', 'psol', 'inclusive', 'entrar', 'notíciacrime', 'stf', 'contra', 'presidente_da_república', 'denunciar', 'pedófila', 'aceitar', 'nenhum', 'caso', 'pedofilia', 'encerrar', 'chamar', 'esquerdo', 'escrota', 'retratar', 'escrota', 'político', 'jair_bolsonaro', 'todo', 'apoiar']"
Vivi Reis,PSOL,PA,140.2022,ORDEM DO DIA,18/10/2022,18h08,DCD19/10/2022 PAG. 94,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=140.2022&nuQuarto=2658378&nuOrador=1&nuInsercao=1&dtHorarioQuarto=18%3A08&sgFaseSessao=OD&Data=18%2F10%2F2022&txApelido=Vivi+Reis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=18%3A08,"Orientação de bancada na votação do requerimento de apreciação em regime de urgência do Projeto de Lei nº 96, de 2011, sobre a alteração de dispositivos da Lei nº 9.504, de 1997, com vista à majoração de multa, ampliação do conceito de pesquisa fraudulenta e estabelecimento de novas sanções.","A SRA. VIVI REIS (PSOL - PA. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, o PSOL orienta ""não"". Quero primeiro destacar que esse projeto é uma forma de criminalização das pesquisas. Nós precisamos ter o entendimento de que as pesquisas não são ciências exatas. As pesquisas são formas de trazer informações, e, a partir dessas informações, pode-se mudar o cenário das intenções de voto.  Então, não há por que buscar métodos de criminalizá-las, que é o que está propondo esse projeto. É importante também termos o entendimento de que o novo Código Eleitoral já versa sobre alguns itens a respeito das pesquisas. Neste momento, não seria preciso tramitar com urgência uma nova proposição, que vai trazer mais uma forma de punição, e não de aperfeiçoamento para as pesquisas.",sr_presidente psol orientar primeiro destacar projeto forma criminalização pesquisa entendimento pesquisa ciêncio exato pesquisa forma trazer informação partir informação podese mudar cenário intenção votar então buscar método criminalizála propor projeto importante termos entendimento novo código_eleitoral verso sobre algum item respeito pesquisa momento preciso tramitar urgência novo proposição trazer forma punição aperfeiçoamento pesquisa,"['sr_presidente', 'psol', 'orientar', 'primeiro', 'destacar', 'projeto', 'forma', 'criminalização', 'pesquisa', 'entendimento', 'pesquisa', 'ciêncio', 'exato', 'pesquisa', 'forma', 'trazer', 'informação', 'partir', 'informação', 'podese', 'mudar', 'cenário', 'intenção', 'votar', 'então', 'buscar', 'método', 'criminalizála', 'propor', 'projeto', 'importante', 'termos', 'entendimento', 'novo', 'código_eleitoral', 'verso', 'sobre', 'algum', 'item', 'respeito', 'pesquisa', 'momento', 'preciso', 'tramitar', 'urgência', 'novo', 'proposição', 'trazer', 'forma', 'punição', 'aperfeiçoamento', 'pesquisa']"
Glauber Braga,PSOL,RJ,135.2022,ORDEM DO DIA,05/10/2022,17h12,DCD06/10/2022 PAG. 80,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=135.2022&nuQuarto=2645363&nuOrador=1&nuInsercao=1&dtHorarioQuarto=17%3A12&sgFaseSessao=OD&Data=05%2F10%2F2022&txApelido=Glauber+Braga&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=17%3A12,"Envolvimento do Ministro da Economia, Paulo Guedes, em esquema de desmantelamento dos fundos de pensão de estatais brasileiras. Conclamação aos trabalhadores dos Correios para apoiamento à candidatura do presidenciável Luiz Inácio Lula da Silva.","O SR. GLAUBER BRAGA (PSOL - RJ. Pela ordem. Sem revisão do orador.) - E há mais: foi à tribuna falar dos trabalhadores dos Correios e do POSTALIS. De fato, o que foi feito no POSTALIS foi um absurdo. No entanto, ele se esqueceu de dizer que quem articulou junto com o setor privado o desmantelamento e o roubo dos fundos de pensão de estatais brasileiras — é só pesquisar no Google — foi o Paulo Guedes, Ministro da Economia de Bolsonaro. É muito cara de pau! Não tem vergonha! Não fica nem vermelho. Não fica nem rosado quando fala esse tipo de coisa. Os trabalhadores dos Correios do Brasil sabem que, se for para evitar a privatização dos Correios e colocar na lata do lixo o que está na Comissão de Assuntos Econômicos do Senado, têm que eleger o Lula Presidente e derrotar o Bolsonaro.",tribuna trabalhador correio postali fato postali absurdo entanto esquecer articular junto setor privado desmantelamento roubo fundo pensão estatal brasileiro pesquisar google paulo_guedes ministro_da_economia_de_bolsonaro cara pau vergonha ficar vermelho ficar rosar tipo coisa trabalhador correios_do_brasil saber evitar privatização correio colocar lata lixo comissão_de_assuntos_econômico senar eleger lula_presidente derrotar bolsonaro,"['tribuna', 'trabalhador', 'correio', 'postali', 'fato', 'postali', 'absurdo', 'entanto', 'esquecer', 'articular', 'junto', 'setor', 'privado', 'desmantelamento', 'roubo', 'fundo', 'pensão', 'estatal', 'brasileiro', 'pesquisar', 'google', 'paulo_guedes', 'ministro_da_economia_de_bolsonaro', 'cara', 'pau', 'vergonha', 'ficar', 'vermelho', 'ficar', 'rosar', 'tipo', 'coisa', 'trabalhador', 'correios_do_brasil', 'saber', 'evitar', 'privatização', 'correio', 'colocar', 'lata', 'lixo', 'comissão_de_assuntos_econômico', 'senar', 'eleger', 'lula_presidente', 'derrotar', 'bolsonaro']"
Sâmia Bomfim,PSOL,SP,135.2022,ORDEM DO DIA,05/10/2022,17h08,DCD06/10/2022 PAG. 79,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=135.2022&nuQuarto=2645360&nuOrador=1&nuInsercao=1&dtHorarioQuarto=17%3A08&sgFaseSessao=OD&Data=05%2F10%2F2022&txApelido=S%C3%A2mia+Bomfim&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=17%3A08,"Vinculação entre o discurso do Deputado Eduardo Bolsonaro sobre os erros dos institutos de pesquisa e a necessidade de justificativa do fracasso do seu grupo político nas urnas. Expectativa quanto à derrota do Presidente Jair Bolsonaro no segundo turno. Natureza hipócrita dos discursos sobre a prática de corrupção nos Governos petistas. Alerta aos servidores públicos e especialmente aos profissionais da segurança pública para as consequências de eventual aprovação da Proposta de Emenda à Constituição nº 32, de 2020, sobre a reforma administrativa.","A SRA. SÂMIA BOMFIM (PSOL - SP. Pela ordem. Sem revisão da oradora.) - Presidente, quero também dizer ao Deputado Eduardo Bolsonaro que as pesquisas são a urna eletrônica da vez. Eles sempre tentam encontrar fantasmas para justificar a própria falência, a falência de projeto, a falência de aprovação, a falência diante do resultado das urnas. A verdade é que o Lula teve mais de 6 milhões de votos a mais que o Bolsonaro. Isso é praticamente o número de votos do Ciro e da Simone, o que muito dificilmente se reverterá para o Bolsonaro. O fato é que nós, que estamos aqui há 4 anos nos mobilizando e fazendo de tudo para derrotar o Bolsonaro, vamos trabalhar, vamos trabalhar muito para tirar esse genocida do poder e para desmascarar cada vez mais esse projeto de destruição, de corrupção, de desumanidade e de incompetência, que vem governando o País nos últimos 4 anos. O fato é que eles, vocês, Eduardo Bolsonaro e bolsonaristas, estão preocupados porque vão perder a mamata. Elegeram-se dizendo que fariam tudo diferente, mas fizeram tudo muito pior do que já foi feito na história do País, e agora enchem a boca para dizer que a população não deve votar num bandido. De que bandido vocês estão falando? Do bandido que organiza o orçamento secreto, de 16 bilhões de reais para comprar a base parlamentar e silenciá-la diante do impeachment ? Dos bandidos que hoje ocupam o MEC e desviam recurso de merenda e de ônibus escolar? Ou estão falando dos bandidos que estão nos gabinetes de V.Exas., com as máfias e milícias do Rio de Janeiro, como a do Sr. Adriano da Nóbrega? Ou dos bandidos que trocaram vacina por propina, no momento mais difícil da pandemia? Ou dos bandidos que negam que existem 33 milhões de pessoas que estão passando fome? Ou dos bandidos que querem saquear os servidores públicos? Agora, muita atenção! O Lira e o Bolsonaro estão dizendo que vão colocar em votação a PEC 32. Será que vão mesmo? Pergunto isso porque, primeiro, eles têm uma base muito grande de policiais, de trabalhadores da segurança pública, que é com quem eu quero trabalhar. Você que é policial, guarda municipal, policial federal ou policial rodoviário, que votou, que gosta do Bolsonaro, veja só o que eles querem fazer: acabar com o serviço público! Querem substituir o trabalho de vocês por indicados deles, por esses milicianos e bandidos que ocupam os gabinetes deles. Querem substituir a função indispensável que vocês têm por gente deles. Também dizem que querem aprovar a PEC 32 para poder saquear cada vez mais o Estado. E é por isso que os servidores públicos também estão se mobilizando, para que essa PEC não seja aprovada e principalmente para derrotar o Bolsonaro. Eles sabem que o Bolsonaro tem uma agenda pró-mercado, e não uma agenda pró-povo, que é o que precisa ser garantido daqui até o fim de outubro. Nós vamos nos mobilizar muito para derrotar o Bolsonaro. E eu quero ver quem ele vai dizer que é bandido, o bandido que vai para a cadeia. Ele ainda não foi, mas vai ser preso!",querar deputado_eduardo_bolsonaro pesquisa urna eletrônico vez sempre tentar encontrar fantasma justificar próprio falência falência projeto falência aprovação falência diante resultado urno verdade lula 6 milhão voto bolsonaro praticamente número voto ciro simone dificilmente reverter bolsonaro fato 4 ano mobilizar tudo derrotar bolsonaro trabalhar trabalhar tirar genocida desmascarar cada vez projeto destruiçãor corrupção desumanidade incompetência vir governar país último 4 ano fato eduardo_bolsonaro bolsonarista preocupar perder mamata elegeramse fariam tudo diferente tudo pior história país agora encher boca população dever votar bandido bandido bandido organizar orçamento secreto 16 bilhão real comprar base parlamentar silenciála diante impeachment bandir hoje ocupar mec desviar recurso merenda ônibus escolar bandido gabinete vexas máfia milícia rio_de_janeiro sr_adriano_da_nóbrega bandido trocar vacino propina momento difícil pandemia bandido negar existir 33 milhão pessoa passar fome bandido saquear servidor público agora atenção liro bolsonaro colocar votação pec_32 perguntar primeiro base grande policial trabalhador segurança público trabalhar policial guarda municipal policial federal policial rodoviário votar gostar bolsonaro ver acabar serviço público substituir trabalho indicar miliciano bandido ocupar gabinete substituir função indispensável gente aprovar pec 32 saquear cada vez estado servidor público mobilizar pec aprovar principalmente derrotar bolsonaro saber bolsonaro agenda prómercar agenda própovo garantir fim outubro mobilizar derrotar bolsonaro ver bandido bander cadeia ainda prender,"['querar', 'deputado_eduardo_bolsonaro', 'pesquisa', 'urna', 'eletrônico', 'vez', 'sempre', 'tentar', 'encontrar', 'fantasma', 'justificar', 'próprio', 'falência', 'falência', 'projeto', 'falência', 'aprovação', 'falência', 'diante', 'resultado', 'urno', 'verdade', 'lula', '6', 'milhão', 'voto', 'bolsonaro', 'praticamente', 'número', 'voto', 'ciro', 'simone', 'dificilmente', 'reverter', 'bolsonaro', 'fato', '4', 'ano', 'mobilizar', 'tudo', 'derrotar', 'bolsonaro', 'trabalhar', 'trabalhar', 'tirar', 'genocida', 'desmascarar', 'cada', 'vez', 'projeto', 'destruiçãor', 'corrupção', 'desumanidade', 'incompetência', 'vir', 'governar', 'país', 'último', '4', 'ano', 'fato', 'eduardo_bolsonaro', 'bolsonarista', 'preocupar', 'perder', 'mamata', 'elegeramse', 'fariam', 'tudo', 'diferente', 'tudo', 'pior', 'história', 'país', 'agora', 'encher', 'boca', 'população', 'dever', 'votar', 'bandido', 'bandido', 'bandido', 'organizar', 'orçamento', 'secreto', '16', 'bilhão', 'real', 'comprar', 'base', 'parlamentar', 'silenciála', 'diante', 'impeachment', 'bandir', 'hoje', 'ocupar', 'mec', 'desviar', 'recurso', 'merenda', 'ônibus', 'escolar', 'bandido', 'gabinete', 'vexas', 'máfia', 'milícia', 'rio_de_janeiro', 'sr_adriano_da_nóbrega', 'bandido', 'trocar', 'vacino', 'propina', 'momento', 'difícil', 'pandemia', 'bandido', 'negar', 'existir', '33', 'milhão', 'pessoa', 'passar', 'fome', 'bandido', 'saquear', 'servidor', 'público', 'agora', 'atenção', 'liro', 'bolsonaro', 'colocar', 'votação', 'pec_32', 'perguntar', 'primeiro', 'base', 'grande', 'policial', 'trabalhador', 'segurança', 'público', 'trabalhar', 'policial', 'guarda', 'municipal', 'policial', 'federal', 'policial', 'rodoviário', 'votar', 'gostar', 'bolsonaro', 'ver', 'acabar', 'serviço', 'público', 'substituir', 'trabalho', 'indicar', 'miliciano', 'bandido', 'ocupar', 'gabinete', 'substituir', 'função', 'indispensável', 'gente', 'aprovar', 'pec', '32', 'saquear', 'cada', 'vez', 'estado', 'servidor', 'público', 'mobilizar', 'pec', 'aprovar', 'principalmente', 'derrotar', 'bolsonaro', 'saber', 'bolsonaro', 'agenda', 'prómercar', 'agenda', 'própovo', 'garantir', 'fim', 'outubro', 'mobilizar', 'derrotar', 'bolsonaro', 'ver', 'bandido', 'bander', 'cadeia', 'ainda', 'prender']"
