topic,terms
0,"0.055*""o"" + 0.028*""e"" + 0.028*""de o"" + 0.018*""que"" + 0.015*""em o"" + 0.013*""com"" + 0.013*""para"" + 0.010*""todo"" + 0.010*""de"" + 0.008*""um"""
1,"0.049*""e"" + 0.039*""de"" + 0.034*""o"" + 0.022*""em o"" + 0.017*""de o"" + 0.015*""a"" + 0.010*""mais"" + 0.010*""nosso"" + 0.008*""acesso"" + 0.008*""digital"""
2,"0.071*""o"" + 0.040*""de"" + 0.027*""e"" + 0.027*""de o"" + 0.025*""que"" + 0.013*""com"" + 0.012*""brasileiro"" + 0.011*""para"" + 0.010*""a"" + 0.009*""em o"""
3,"0.076*""o"" + 0.065*""e"" + 0.061*""de o"" + 0.048*""de"" + 0.022*""que"" + 0.016*""em o"" + 0.015*""nosso"" + 0.013*""com"" + 0.012*""para"" + 0.012*""um"""
4,"0.012*""o"" + 0.010*""nao"" + 0.010*""gastar"" + 0.009*""muito"" + 0.009*""a o"" + 0.008*""trabalho"" + 0.008*""por"" + 0.005*""expressivo"" + 0.005*""combate"" + 0.005*""fome"""
5,"0.006*""contribuinte"" + 0.006*""esfera"" + 0.006*""bancar"" + 0.006*""indignacao"" + 0.006*""manifesto"" + 0.006*""multiplicar"" + 0.006*""clareza"" + 0.006*""renuncia"" + 0.006*""flexibilidade"" + 0.006*""expressivo"""
6,"0.068*""e"" + 0.030*""o"" + 0.024*""um"" + 0.020*""em o"" + 0.020*""de o"" + 0.015*""de"" + 0.013*""que"" + 0.013*""nao"" + 0.010*""brasil"" + 0.008*""nosso"""
