topic,terms
0,"0.010*""todo"" + 0.007*""novo"" + 0.007*""ver"" + 0.007*""país"" + 0.007*""dar"" + 0.006*""projeto"" + 0.006*""outro"" + 0.006*""aprovar"" + 0.006*""hoje"" + 0.006*""votar"""
1,"0.009*""todo"" + 0.005*""novo"" + 0.005*""pessoa"" + 0.005*""importante"" + 0.005*""brasil"" + 0.005*""medida"" + 0.005*""grande"" + 0.005*""defender"" + 0.005*""direito"" + 0.004*""tributário"""
2,"0.010*""pec"" + 0.009*""todo"" + 0.007*""dar"" + 0.007*""novo"" + 0.006*""dinheiro"" + 0.006*""outro"" + 0.006*""brasil"" + 0.006*""público"" + 0.006*""votar"" + 0.005*""eleitoral"""
3,"0.008*""hoje"" + 0.008*""pessoa"" + 0.007*""parlamentar"" + 0.007*""sessão"" + 0.007*""novo"" + 0.005*""todo"" + 0.005*""dar"" + 0.005*""político"" + 0.004*""pec"" + 0.004*""tanto"""
4,"0.011*""novo"" + 0.009*""todo"" + 0.007*""servidor"" + 0.006*""teto"" + 0.006*""interstício"" + 0.006*""dinheiro"" + 0.006*""acordo"" + 0.005*""votar"" + 0.005*""pec"" + 0.005*""dar"""
5,"0.027*""novo"" + 0.011*""orientar"" + 0.008*""texto"" + 0.008*""revisão"" + 0.008*""votar"" + 0.008*""orador"" + 0.008*""ordem"" + 0.007*""destaque"" + 0.007*""medida"" + 0.007*""provisório"""
6,"0.009*""emenda"" + 0.008*""novo"" + 0.007*""país"" + 0.007*""brasil"" + 0.007*""saúde"" + 0.006*""sr_presidente"" + 0.006*""projeto"" + 0.005*""todo"" + 0.005*""parlamentar"" + 0.005*""matéria"""
