topic,terms
0,"0.018*""pec"" + 0.012*""brasil"" + 0.009*""população"" + 0.008*""país"" + 0.007*""hoje"" + 0.007*""brasileiro"" + 0.007*""todo"" + 0.007*""casa"" + 0.006*""dar"" + 0.006*""ver"""
1,"0.007*""pec"" + 0.007*""todo"" + 0.006*""instituição"" + 0.006*""eleição"" + 0.006*""brasil"" + 0.006*""então"" + 0.005*""parlamentar"" + 0.005*""outro"" + 0.005*""proposição"" + 0.005*""cpi"""
2,"0.011*""todo"" + 0.009*""parlamentar"" + 0.008*""pec"" + 0.008*""outro"" + 0.008*""emenda"" + 0.007*""ver"" + 0.007*""saber"" + 0.006*""dar"" + 0.006*""hoje"" + 0.006*""projeto"""
3,"0.014*""pec"" + 0.008*""novo"" + 0.006*""contra"" + 0.006*""ano"" + 0.005*""votar"" + 0.005*""lula"" + 0.005*""todo"" + 0.005*""saber"" + 0.005*""momento"" + 0.005*""dar"""
4,"0.011*""projeto"" + 0.011*""pec"" + 0.010*""novo"" + 0.007*""todo"" + 0.007*""teto"" + 0.006*""outro"" + 0.006*""fiscal"" + 0.006*""pagar"" + 0.006*""votar"" + 0.005*""dar"""
5,"0.012*""todo"" + 0.007*""agora"" + 0.006*""outro"" + 0.006*""ver"" + 0.006*""brasil"" + 0.006*""casa"" + 0.006*""brasileiro"" + 0.006*""parlamentar"" + 0.005*""sr_presidente"" + 0.005*""dia"""
6,"0.024*""aumento"" + 0.017*""salário"" + 0.013*""público"" + 0.011*""brasileiro"" + 0.011*""votar"" + 0.010*""real"" + 0.009*""todo"" + 0.008*""agora"" + 0.008*""mil"" + 0.008*""ganhar"""
