parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario,raw_disc
Marcel Van Hattem,NOVO,RS,183.2022,ORDEM DO DIA,22/12/2022,23h52,DCD23/12/2022 PAG. 65,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761774&nuOrador=1&nuInsercao=1&dtHorarioQuarto=23%3A52&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Marcel+Van+Hattem&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=23%3A52,Defesa da criação de CMPI para investigação de abuso de autoridade por parte de Ministros do Supremo Tribunal Federal e do Tribunal Superior Eleitoral.,"O SR. MARCEL VAN HATTEM (NOVO - RS. Pela ordem. Sem revisão do orador.) - Sra. Presidente, caros colegas Parlamentares, este meu discurso aqui na Câmara dos Deputados, nesta noite, talvez o último discurso desta legislatura, afinal de contas faltam apenas 6 minutos para que encerre o dia e assim também se encerre esta legislatura antes do recesso, é apenas para lembrar que fiz uma questão de ordem ao Presidente da Câmara, Deputado Arthur Lira. Soube, por meio do Presidente, que ele já tinha a decisão lavrada para ser lida quando questionado. Infelizmente ele não está neste momento aqui presidindo a sessão, a Deputada Bia Kicis tem feito isso com louvor, mas, obviamente, na ausência do Deputado Arthur Lira, não faço à Deputada inquirição sobre a questão de ordem em relação à instalação da CPI que trata do abuso de autoridade dos Ministros do STF e do TSE. Parece-me muito evidente que, com a chegada do recesso, não há mais tempo para instalar, e havia uma série de CPIs à frente. Eu quero dizer que, na nova legislatura, espero que os despachos das CPIs não sejam tão morosos. Houve uma pandemia, as Comissões permaneceram fechadas, mas nós temos sete, Deputado Renildo Calheiros — sete —, CPIs cujos despachos não foram dados pela Presidência. Não se trata apenas desta, mas sobretudo da Presidência anterior, o que prejudicou investigações sérias, que poderiam ter acontecido, de CPIs protocoladas que tinham fato determinado, como foi o caso da nossa CPI, que trata do abuso de autoridade dos Ministros do STF e do TSE, que está muito bem fundamentada. O que eu quero deixar aqui ao Plenário já muito claro é que nós colheremos novamente as assinaturas para a instalação de uma Comissão Parlamentar de Inquérito na Câmara dos Deputados. Melhor do que isso, no Senado da República há uma coleta de assinaturas também acontecendo, para que a CPI ocorra de forma mista, com Senadores e com Deputados. Vamos pelos dois caminhos, mas tenho convicção de que o melhor caminho é o das duas Casas — isso é ainda melhor —, inclusive da CPI que eu mesmo havia proposto. Os abusos de autoridade precisam ser investigados e precisam cessar — já deveriam ter cessado, não deveriam nem ter acontecido. Tenho convicção de que uma Comissão Parlamentar Mista de Inquérito de Senadores e de Deputados vai pôr termo, vai pôr fim aos abusos de autoridade que estamos vendo dos Ministros das Supremas Cortes, tanto do Tribunal Federal quanto da Corte Eleitoral. E é nosso papel, de Deputados e de Senadores, tomarmos essa iniciativa. Cabe ao Congresso Nacional recolocar o Supremo Tribunal Federal dentro da Constituição e fazer com que o equilíbrio entre os Poderes seja restabelecido e a harmonia reine entre nós. Muito obrigado, Sra. Presidente."
Renildo Calheiros,PCdoB,PE,183.2022,ORDEM DO DIA,22/12/2022,23h48,DCD23/12/2022 PAG. 63,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761759&nuOrador=1&nuInsercao=1&dtHorarioQuarto=23%3A48&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Renildo+Calheiros&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=23%3A48,"Esclarecimento ao Plenário sobre o teor do Projeto de Resolução nº 35, de 2022, relativo à alteração das Resoluções de nºs 1, de 2007, e 30, de 2018, com vista à regulação da estrutura de lideranças e federações partidárias.","O SR. RENILDO CALHEIROS (PCdoB - PE. Pela ordem. Sem revisão do orador.) - Presidente, para ajudar no esclarecimento, informo que esse projeto de resolução está em debate na Casa há bastante tempo. Ele foi debatido pelos Líderes e foi reformulado várias vezes. É um debate muito complexo, é uma equação muito difícil de ser montada. Foram várias propostas elaboradas, mas em torno delas existiu muito dissenso. Nos três últimos dias, pela necessidade de resolvermos dentro do prazo, houve um processo de negociação muito intenso que acabou hoje, no final da tarde. Foi um processo muito difícil, porque nem todos os Líderes estavam mais em Brasília. Alguns partidos delegaram a Vice-Líderes, a representantes, então nós fomos fazendo a negociação com o que era possível dentro da Casa. Fizemos uma reunião, com a participação de vários partidos na Liderança do MDB hoje, e foi feito o acordo. O texto não expressou exatamente o acordo feito, porque a expressão ""apenas"" retira parte do que foi acordado. Então, com a supressão da palavra ""apenas"", o texto fica mais compreensível. Mas, para ficar mais claro, precisava ainda incorporar o inciso II do art. 5º, que diz: ""estrutura adicional, proporcional ao número de Deputados Federais eleitos"". É isso que resolve a situação de um único partido que ficou de fora, e isso não tem sentido, porque a Casa possui 513 Deputados e não 510. Então, não se pode adotar o critério da proporcionalidade e não levar em conta o número total de Deputados que a Casa tem e que foram eleitos. É exatamente esta consideração que gostaríamos de fazer, para que não fique uma compreensão equivocada do que se votou aqui e que mais adiante possa dar problema de entendimento e descumprimento de acordo."
Reginaldo Lopes,PT,MG,183.2022,ORDEM DO DIA,22/12/2022,23h48,DCD23/12/2022 PAG. 64,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761761&nuOrador=1&nuInsercao=1&dtHorarioQuarto=23%3A48&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Reginaldo+Lopes&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=23%3A48,"Orientação de bancada na votação do Projeto de Resolução nº 35, de 2022, com exceção do termo apenas, inserido no § 4º, art. 5º, da Resolução nº 1, de 2007, alterado pelo art. 2º por acordo de líderes. Agradecimento à Diretoria-Geral da Câmara dos Deputados, na pessoa do Sr. Celso Barros.","O SR. REGINALDO LOPES (PT - MG. Pela ordem. Sem revisão do orador.) - Presidenta, eu quero dizer também que, de nossa parte, há concordância com essa mudança. Eu falei ao telefone com o Presidente Arthur Lira e acho que isso é importante para garantir a proporcionalidade e a representatividade desses três Deputados do NOVO. Quero também agradecer o trabalho da Diretoria-Geral, na pessoa do Celso Barros. Acho que ele fez essa equação, que é muito difícil, para buscar esse grande entendimento. Ele apresentou soluções. Então, como Líder do partido, eu quero agradecer a toda a Diretoria-Geral, na pessoa do Celso Barros."
Marcel Van Hattem,NOVO,RS,183.2022,ORDEM DO DIA,22/12/2022,23h48,DCD23/12/2022 PAG. 65,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761771&nuOrador=1&nuInsercao=1&dtHorarioQuarto=23%3A48&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Marcel+Van+Hattem&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=23%3A48,"Agradecimento aos Líderes partidários e ao Presidente Arthur Lira pela aprovação do Projeto de Resolução nº 35, de 2022, sobre a alteração das Resoluções de nºs 1, de 2007, e 30, de 2018, com vista à regulação da estrutura de lideranças e federações partidárias.","O SR. MARCEL VAN HATTEM (NOVO - RS. Pela ordem. Sem revisão do orador.) - Eu quero fazer um agradecimento aqui a todos os Líderes partidários que estiveram reunidos hoje, em particular o Deputado Renildo Calheiros, que falou agora há pouco também, e o Deputado Reginaldo Lopes. Nós temos posições ideológicas muito distintas, mas, no momento do acordo que foi construído, inclusive com a REDE, que estava na mesma situação do Partido Novo, foi sacramentado algo que vai ser bom para todos os Parlamentares desta Casa, porque é importante que todos os partidos, independentemente do tamanho, tenham alguma representação. Para concluir, também quero agradecer ao Deputado Arthur Lira, que obviamente deu todo o espaço para que os Líderes pudessem fazer essas conversas ao longo do dia de hoje, que deu essa liberdade para que, em conjunto, os Líderes tomassem a melhor decisão para a Casa e, sem dúvida alguma, com aprovação, já com a ressalva feita aqui nos microfones. Temos convicção, Deputado Renildo, de que a decisão de hoje à noite foi a melhor para a Casa como um todo. Quem perdeu, perdeu pouco ou perdeu menos. Foi muito importante ter ouvido isso, hoje também, do Deputado Renildo, porque representou a visão dos demais partidos. Muitíssimo obrigado, Sra. Presidente. Uma boa noite."
Bia Kicis,PL,DF,183.2022,ORDEM DO DIA,22/12/2022,23h28,DCD23/12/2022 PAG. 61,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761744&nuOrador=1&nuInsercao=1&dtHorarioQuarto=23%3A28&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Bia+Kicis&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=23%3A28,"Falta de condições éticas da cantora Margareth Menezes e do Deputado Estadual André Ceciliano para assunção, respectivamente, do Ministério da Cultura e da Secretaria de Assuntos Federativos da Presidência da República. Conveniência de investigação, pelo Ministério Público, bem como pela Procuradoria-Geral da República e pelo Tribunal de Contas da União - TCU, de denúncias contra os indicados aos cargos supracitados. Falta de condições técnicas do Sr. Fernando Haddad para ocupação do cargo de Ministro da Economia.","A SRA. BIA KICIS (PL - DF. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, dando uma passada pelo Twitter, eu me lembro de uma novela antiga que tinha uma expressão que dizia o seguinte: ""A cada machadada, uma minhoca"" . Vamos passando pelo Twitter e encontrando várias minhocas. Por exemplo, eu estava aqui lendo uma matéria sobre a artista, cantora, indicada para o Ministério da Cultura, Margareth Menezes. A notícia que se tem é que ela tem uma dívida para com a União, inclusive com a pasta que deverá assumir, de mais de 1 milhão de reais. Eu fui procurar para ver se era real, se era verdadeiro isso. Ao que tudo indica, ela diz que está pagando essa dívida e que, aliás, uma das empresas dela teve problemas na época da COVID. Mas a notícia diz que ela recolhia a contribuição do empregado e não repassava ao INSS. Então, isso é uma coisa bastante grave. Isso me fez lembrar que a filha de Roberto Jefferson, Cristiane Brasil, na época, foi indicada para assumir o Ministério do Trabalho, se não me engano, no Governo Temer, mas não pode fazê-lo porque tinha dívidas trabalhistas. Então, foi considerado pela Justiça, se não me engano, talvez pelo Supremo Tribunal Federal, que ela não tinha condições éticas para assumir a pasta. Ainda há outra minhoca. Ao continuarmos olhando, mais minhocas vão surgindo. Estou vendo aqui que André Ceciliano vai assumir a Secretaria de Assuntos Federativos da Presidência da República. Essa pessoa é aquela que liderava a lista de rachadinhas na Assembleia Legislativa do Rio de Janeiro. Tanto se falou de rachadinha do Flávio Bolsonaro quando era Deputado Estadual — o que restou não comprovado, pois o STJ anulou tudo —, cujo valor seria de 1 milhão de reais. A acusação que pesa sobre André Ceciliano é de um desvio de 50 milhões, ou seja, valor 50 vezes maior do que o imputado a Flávio Bolsonaro — algo que nunca se comprovou. Então, realmente, eu quero sugerir ao Ministério Público, à Procuradoria da República e ao Tribunal de Contas da União que investiguem e apurem essa situação dos dois indicados — se bem que, na verdade, o leque precisa ser ampliado, porque vários outros indicados para assumir outras pastas têm problemas também com a Justiça e com o Tribunal de Contas. Mas esses casos foram as duas minhocas que encontrei agora quando estava dando uma passadinha pelo Twitter. Quero dizer que o povo brasileiro vai sentir muita falta dos Ministérios do Governo Bolsonaro, Ministérios ocupados por técnicos. Tiram o Paulo Guedes e colocam o Fernando Haddad, que está em outro vídeo que encontrei, outra minhoca encontrada. Ele próprio diz que estudou 2 meses de economia e que ainda colava para passar nas provas. Meu Deus! Como brasileira, tenho muita vergonha e me dá até desespero ao vislumbrar o futuro para o nosso País. É triste. É triste, mas é o que temos para hoje. E é por isso que precisamos estar muito atentos aqui, para que, atuando em oposição ao Governo, possamos fazer valer os nossos mandatos e impedir as medidas que passarem por esta Casa e que venham trazer o caos e o retrocesso ao povo brasileiro. Muito obrigada."
Tiago Mitraud,NOVO,MG,183.2022,ORDEM DO DIA,22/12/2022,22h48,DCD23/12/2022 PAG. 57,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=183.2022&nuQuarto=2761730&nuOrador=1&nuInsercao=1&dtHorarioQuarto=22%3A48&sgFaseSessao=OD&Data=22%2F12%2F2022&txApelido=Tiago+Mitraud&txFaseSessao=Ordem+do+Dia&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=22%3A48,"Atuação do orador contra o desperdício do dinheiro público. Iniciativa do Parlamentar de publicação de edital sobre a destinação de recursos de emendas parlamentares. Manutenção pelo partido Novo e pelo orador de suas convicções nas votações realizadas na Câmara dos Deputados. Defesa da liberdade econômica. Apresentação, pela bancada do Novo, do Projeto de Lei nº 4.783, de 2020, sobre a criação do Código de Defesa do Empreendedor. Candidatura do orador, pelo partido Novo, ao cargo de Vice-Presidente da República do chapa do candidato Felipe D'Avila. Atuação do Parlamentar na Liderança da agremiação partidária. Desempenho do Governador do Estado de Minas Gerais, Romeu Zema, de Prefeitos Municipais, Deputados e Vereadores do Novo. Agradecimento aos membros da bancada partidária, às equipes do seu gabinete parlamentar e da Liderança do partido, aos colaboradores com o seu mandato parlamentar, aos Deputados e servidores da Casa. Despedida do orador da Câmara dos Deputados.","O SR. TIAGO MITRAUD (NOVO - MG. Pela ordem. Sem revisão do orador.) - Obrigado, Presidente Bia Kicis. Agora são 22h40min, e estamos aqui aguardando para votar a última proposição deste ano, desta legislatura e do meu mandato, já que hoje é meu último dia no plenário. Meu mandato conclui-se no dia 31 de janeiro, e com certeza ainda vou trabalhar um pouquinho até lá. E queria aproveitar esta oportunidade, enquanto aguardamos a chegada do projeto de resolução que temos que votar, para fazer um agradecimento e uma breve retrospectiva desse período em que estive aqui. Eu nunca tinha me envolvido com política. Acompanhava pelos jornais, mas eu não conhecia nenhum político, nunca tinha participado de nenhuma campanha, nunca tinha ido a nenhuma reunião de partido, até decidir me candidatar, no final de 2017, para as eleições de 2018. O que me moveu naquele momento foi a indignação. Como cidadão, como brasileiro, eu estava indignado com a forma como a política do Brasil funcionava, e achava que eu devia fazer alguma coisa. Essa alguma coisa foi a decisão de me candidatar a Deputado Federal. Não foi uma decisão óbvia. Da forma como a política estava, entrar na política me trazia uma série de medos e de receios, e um deles era sujar meu nome. Eu pensava: ""Naquele ambiente tão sujo, um monte de gente responde processos. Alguns já foram presos e tudo mais. Será que dá para entrar na política e sair dela com o nome limpo?"" A primeira conclusão que eu pude ter é que sim, é possível entrar na política e sair dela, pelo menos do mandato de Deputado Federal, sem colocar em risco seu nome, sem colocar em risco sua reputação. O segundo ponto que pude comprovar ao longo desses 4 anos é que é possível contrariar o que muitos nos falavam: ""Vocês estão cheios de ideias novas, querem fazer as coisas diferente, mas vocês vão entrar lá e ver que, em 2 meses, vão fazer a mesma coisa que os outros sempre fazem. Vão se entregar ao sistema, é mais forte do que vocês. Vão fazer o mesmo que os outros fazem"". Não só eu, mas também toda a bancada do NOVO e Parlamentares de outros partidos que entraram nessa legislatura provaram que dá, sim, para fazer as coisas de uma forma diferente. Algo que sempre me indignou era o grande desperdício de dinheiro público que havia na política brasileira. Por mais que eu não tenha conseguido evitar todo esse desperdício — ontem foi uma prova disso —, eu pude provar que, no mínimo, fiz a minha parte. Saio daqui como o Deputado mais econômico desta legislatura, mesmo nunca tendo deixado de fazer nada para economizar dinheiro. Saio daqui tendo mostrado que dá, sim, para fazer um mandato diferente, que dá para inovar dentro da política brasileira, como fiz, por exemplo, com o edital das emendas parlamentares. Eu sempre falo que as emendas parlamentares nem deveriam existir, com essa história de um Parlamentar sozinho definir para onde vai parte do orçamento.  No entanto, já que elas existem, eu resolvi fazer um edital público de projetos, analisados tecnicamente, para definir aonde esse dinheiro vai. Afinal de contas, esse dinheiro não é do Deputado, esse dinheiro é da população. Eu quis que esse dinheiro fosse para onde ele mais seria necessário, segundo critérios técnicos. Esse projeto foi replicado por vários outros gabinetes da Câmara dos Deputados e de fora também, mostrando que dá, sim, para fazer as coisas diferente. O terceiro ponto que acho que consegui mostrar ao longo deste mandato é que é possível, sim, ser um político de convicções; é possível, sim, ser um político que veio aqui para defender ideias, de forma bastante firme, como aqueles que tiveram a oportunidade de acompanhar meu trabalho puderam ver. Nunca troquei meu voto por nada. Nunca votei contra ou a favor de um projeto porque eu seria beneficiado com aquele voto ou porque iria ganhar mais emendas. Nunca recebi emenda extra de forma alguma e nunca votei daquele jeito com medo de ser criticado por um sindicato, por um grupo de pressão ou até por pessoas próximas a mim. De forma alguma, troquei qualquer um dos votos que dei nesta Câmara por qualquer motivo. Os votos foram sempre de convicção, defendidos firmemente, muitas vezes contra a maré, como fiz aqui várias vezes, desde 2019, defendendo votos minoritários na Casa, contra as galerias cheias — na pandemia, não eram as galerias, eram redes sociais. Em 2019 e em 2022, muitas vezes as galerias estavam cheias, querendo pressionar os Deputados para votar de uma forma, e eu e os Deputados do NOVO mantivemos nossas convicções. Uma dessas minhas convicções foi a defesa irrevogável de todas as liberdades, a liberdade econômica, como mostramos ontem no nosso projeto que cria o Código de Defesa do Empreendedor e como mostramos no início com a reforma da Previdência, as liberdades individuais, todas elas, a liberdade de expressão, a liberdade religiosa, a liberdade de ser quem você queira ser. Todas essas liberdades acredito que tenho defendido neste mandato. Ao longo do mandato, tomei a decisão de que uma das liberdades que eu gostaria de defender era a minha própria, que eu perdi, de certa forma, ao virar Deputado Federal. Quando virei Deputado, pelo fato de ser uma figura pública em algum grau, pelo fato de ter que prestar contas constantemente, especialmente nas redes sociais, que era um dos canais de comunicação que eu usei com mais frequência, eu, que sou um cara tímido e que não gosta de exposição, acabei sentindo que parte da liberdade que eu devia defender era a minha própria. Então, decidi não ir para a reeleição, algo que também poucos políticos fazem, especialmente depois de somente um mandato. E eu estava convicto de que aquele era o melhor caminho para mim. Recebi ao longo do caminho um desafio enorme, que muito me honrou, o de ser o candidato a Vice-Presidente na chapa do Partido Novo, junto com o nosso candidato a Presidente Felipe D'Avila, que fez um trabalho brilhante nessa campanha e mostrou que ainda é possível existir um partido que defende convicções, que ainda é possível ir à televisão falar a verdade e em todos os cantos conseguir defender nossas ideias, por mais impopulares que às vezes elas sejam. Pude participar de uma campanha presidencial, algo que também nunca tinha imaginado. Tenho muito orgulho e muita honra desse trabalho todo feito ao longo desses 4 anos, tanto aquilo que pude fazer ao longo do mandato quanto o que pude fazer na Liderança do NOVO. O nosso primeiro Líder, o Deputado Marcel, mostrou-me o caminho. Tive a honra de fechar essa legislatura na Liderança do Partido Novo fazendo um trabalho que muito me honrou, o de presidir essa bancada. Tenho certeza, Deputado Marcel, que isso vai deixar um legado inesquecível aqui na Câmara dos Deputados, o que V.Exa., a Deputada Adriana e o Deputado Gilson certamente vão perpetuar. Fecho este ciclo aqui convicto disto: é, sim, possível fazer uma política diferente no Brasil; é, sim, possível entrar na política e manter a honra do seu nome; e é, sim, possível ainda inovar muito e manter suas convicções na política. Para aqueles que, ao contrário de mim, não se sentem tão incomodados com a exposição que ganham e com a vida de pouca liberdade, na verdade, de um político que quer ser firme nas suas convicções, que quer marcar presença e deixar claro o que pensa, fica o convite para darem continuidade a esse trabalho — e eu tenho certeza de que o nosso trio vai dar. Espero que na próxima legislatura, a 58ª Legislatura, possamos mostrar a força do Partido Novo novamente na Câmara. Nós ainda somos um partido pequeno, que não teve um bom resultado nas eleições, mas tenho certeza de que vamos recuperar o terreno perdido. Temos o Governo de Minas Gerais, um dos melhores Governadores que Minas Gerais e o Brasil já tiveram, que é Romeu Zema; temos excelentes Prefeitos, como o Prefeito de Joinville e o Prefeito de Patos de Minas, Adriano Silva e Luís Eduardo Falcão; temos excelentes Deputados, com os três que seguirão aqui na Câmara, e também inúmeros Vereadores e Deputados Estaduais espalhados pelo Brasil, que tenho certeza de que vão continuar mostrando a força do NOVO. Eu ainda vou definir exatamente qual vai ser meu caminho, mas certamente continuarei envolvido na política, continuarei envolvido com o NOVO para poder garantir a reconstrução do partido e a continuidade da defesa firme das ideias de liberdade. Sei que, ao longo desses 4 anos, incomodei muita gente; sei que, ao longo desses 4 anos, muita gente diversas vezes não compreendia as nossas ideias e nos criticavam por não terem um desejo seu atendido. Mas saibam que tudo que fizemos aqui foi para defender as ideias que nós temos, que nós acreditamos verdadeiramente que são as melhores ideias para o Brasil. Peço desculpas se eventualmente nossas posições firmes passaram do ponto na hora de as defendermos. Nunca foi intenção desrespeitar alguém, de forma alguma. Sempre buscamos fazer isso da forma mais respeitosa possível. Queria agradecer a todos aqueles que contribuíram com este mandato. Queria agradecer a todos aqueles que me incentivaram a me candidatar — minha família, minha equipe de campanha, meus parceiros —, que fizeram com que fosse possível um desconhecido ter 71.901 votos em Minas Gerais. Queria agradecer ao Partido Novo, que me deu essa oportunidade e vem mostrando constantemente a forma de se inovar na política. Queria agradecer aos meus colegas de bancada, um time incrível, um dos melhores dos quais eu já participei; à minha equipe no gabinete, às inúmeras pessoas que passaram por ele ao longo do mandato, e foram aqueles que fizeram acontecer; à equipe da Liderança do NOVO, também uma equipe de primeira classe, que vai deixar saudades; a todos os servidores; aos colegas Deputados; aos cidadãos que nos acompanham; aos seguidores nas redes sociais; a todos aqueles que de alguma forma contribuíram com o mandato, que de alguma forma aplaudiram ou criticaram o trabalho, mas que, acima de tudo, respeitaram, entenderam e puderam me dar as forças necessárias para seguir esse caminho ao longo de 4 anos. Saio daqui, muito provavelmente, para não mais voltar. Não tenho pretensões de voltar a me candidatar a Deputado. Por mais que este mandato muito me tenha honrado, acredito que eu posso continuar contribuindo para o Brasil de outras formas. Mas seguirei por perto, seguirei presente aqui, acreditando que, apesar dos percalços, ainda vale muito a pena acreditar no Brasil, ainda vale muito a pena trabalhar pelo Brasil. Então, muito obrigado a todos que me deram essa oportunidade. Agora são 23 horas, deste dia 22 de dezembro. Vamos terminar este mandato como começamos, ainda na campanha, com muito trabalho e lutando até o fim pelo que acreditamos. Obrigado. Boa noite a todos. A SRA. PRESIDENTE (Bia Kicis. PL - DF) - Muito obrigada, Deputado Tiago Mitraud. Parabéns pelo mandato, um mandato realmente aguerrido, coerente. Realmente, é uma alegria poder conviver com V.Exa. neste plenário, nesta Casa. Desejo-lhe toda sorte em sua nova missão. V.Exa. disse que ainda não sabe qual será. Talvez não saiba ainda o que quer, mas certamente já sabe o que não quer. Quero desejar-lhe muito boa sorte e dizer que realmente é uma alegria ser sua colega de mandato e de legislatura."
