doc_id,topic,probability
0,0,0.9941389560699463
0,1,0.005861104000359774
1,0,0.001264380058273673
1,1,0.9987356066703796
2,0,0.002773879561573267
2,1,0.9972261190414429
3,0,0.9988895058631897
3,1,0.0011104842415079474
4,0,0.038818687200546265
4,1,0.9611812829971313
5,0,0.008237349800765514
5,1,0.991762638092041
6,0,0.010257575660943985
6,1,0.9897423982620239
7,0,0.9974696040153503
7,1,0.0025303757283836603
8,0,0.9912635087966919
8,1,0.008736534975469112
9,0,0.9974695444107056
9,1,0.002530443947762251
10,0,0.004607272334396839
10,1,0.9953927397727966
11,0,0.9964652061462402
11,1,0.003534757299348712
12,0,0.0019842004403471947
12,1,0.998015820980072
13,0,0.9970505833625793
13,1,0.0029494159389287233
14,0,0.003197937738150358
14,1,0.9968020915985107
15,0,0.0024490421637892723
15,1,0.9975509643554688
16,0,0.9970504641532898
16,1,0.002949532587081194
17,0,0.9997642636299133
17,1,0.0002357767370995134
18,0,0.020129745826125145
18,1,0.9798703193664551
19,0,0.0059095723554492
19,1,0.9940903782844543
20,0,0.9986844658851624
20,1,0.001315537840127945
21,0,0.9949670433998108
21,1,0.005032967310398817
22,0,0.004607415292412043
22,1,0.9953926205635071
23,0,0.01025727391242981
23,1,0.9897426962852478
24,0,0.996465265750885
24,1,0.0035346883814781904
25,0,0.0021922136656939983
25,1,0.9978078007698059
26,0,0.002192148007452488
26,1,0.9978078603744507
27,0,0.9993025660514832
27,1,0.0006973852287046611
28,0,0.0010702264262363315
28,1,0.9989297986030579
29,0,0.9986339807510376
29,1,0.0013660193653777242
30,0,0.0007733528036624193
30,1,0.9992266297340393
31,0,0.0023134725634008646
31,1,0.9976865649223328
32,0,0.9989230632781982
32,1,0.0010768722277134657
33,0,0.9990884065628052
33,1,0.0009115495486184955
34,0,0.9989230632781982
34,1,0.0010769045911729336
35,0,0.0037753949873149395
35,1,0.9962246417999268
36,0,0.9988894462585449
36,1,0.0011105084558948874
37,0,0.9983100295066833
37,1,0.0016900107730180025
38,0,0.0029707446228712797
38,1,0.9970293045043945
39,0,0.0005222671898081899
39,1,0.999477744102478
40,0,0.010257352143526077
40,1,0.989742636680603
41,0,0.9970504641532898
41,1,0.0029495025519281626
42,0,0.9955900311470032
42,1,0.004409946035593748
43,0,0.010257161222398281
43,1,0.9897428154945374
44,0,0.9979141354560852
44,1,0.0020859104115515947
45,0,0.9964652061462402
45,1,0.0035347917582839727
46,0,0.9964652061462402
46,1,0.0035347691737115383
47,0,0.004149975720793009
47,1,0.9958500862121582
48,0,0.99791419506073
48,1,0.002085865940898657
49,0,0.998386561870575
49,1,0.0016134899342432618
50,0,0.9995318055152893
50,1,0.00046822550939396024
51,0,0.0008030711906030774
51,1,0.9991969466209412
52,0,0.0029708617366850376
52,1,0.997029185295105
53,0,0.0027737729251384735
53,1,0.9972262382507324
54,0,0.0010983351385220885
54,1,0.9989016652107239
55,0,0.9955901503562927
55,1,0.004409796558320522
56,0,0.9967843890190125
56,1,0.0032156098168343306
57,0,0.0026012177113443613
57,1,0.9973987936973572
58,0,0.0068814558908343315
58,1,0.9931185245513916
59,0,0.9960759282112122
59,1,0.003924055490642786
60,0,0.9929845929145813
60,1,0.007015443406999111
61,0,0.001737005077302456
61,1,0.9982630014419556
62,0,0.9988538026809692
62,1,0.0011462143156677485
63,0,0.000907630252186209
63,1,0.9990924000740051
64,0,0.0051774983294308186
64,1,0.9948225617408752
65,0,0.0006234830943867564
65,1,0.9993765354156494
66,0,0.9989844560623169
66,1,0.0010155342752113938
67,0,0.9964650869369507
67,1,0.0035348820965737104
68,0,0.013590333983302116
68,1,0.9864097237586975
69,0,0.9994526505470276
69,1,0.000547377101611346
70,0,0.9992097616195679
70,1,0.0007902158540673554
71,0,0.9986340403556824
71,1,0.0013660015538334846
72,0,0.0015445699682459235
72,1,0.9984554648399353
73,0,0.010256603360176086
73,1,0.9897433519363403
74,0,0.9949666857719421
74,1,0.0050333659164607525
75,0,0.9964653253555298
75,1,0.0035346548538655043
76,0,0.004607257898896933
76,1,0.9953927993774414
77,0,0.010257352143526077
77,1,0.989742636680603
78,0,0.9993532299995422
78,1,0.0006467587663792074
79,0,0.9941385388374329
79,1,0.005861504469066858
80,0,0.9941385388374329
80,1,0.005861466750502586
81,0,0.9912638068199158
81,1,0.008736218325793743
82,0,0.0029708293732255697
82,1,0.997029185295105
83,0,0.9964650869369507
83,1,0.0035348646342754364
84,0,0.9964651465415955
84,1,0.0035348155070096254
85,0,0.005177624523639679
85,1,0.9948224425315857
86,0,0.9985795021057129
86,1,0.001420500106178224
87,0,0.00517759844660759
87,1,0.9948224425315857
88,0,0.0004642917192541063
88,1,0.9995357394218445
89,0,0.9991328120231628
89,1,0.0008671599789522588
90,0,0.0005722912610508502
90,1,0.9994277358055115
91,0,0.0041498905047774315
91,1,0.995850145816803
92,0,0.9997196793556213
92,1,0.0002803112438414246
93,0,0.003462708555161953
93,1,0.9965373277664185
94,0,0.00219212519004941
94,1,0.9978079199790955
95,0,0.9983100891113281
95,1,0.00168996665161103
96,0,0.9912639260292053
96,1,0.008736149407923222
97,0,0.9970505833625793
97,1,0.0029494180344045162
98,0,0.9983099699020386
98,1,0.0016900504706427455
99,0,0.9884253144264221
99,1,0.011574643664062023
100,0,0.002083058934658766
100,1,0.9979169368743896
101,0,0.9949668645858765
101,1,0.005033140070736408
102,0,0.9993412494659424
102,1,0.0006587028619833291
103,0,0.9970505237579346
103,1,0.0029494399204850197
104,0,0.9828552007675171
104,1,0.01714480109512806
