topic,terms
0,"0.016*""brasil"" + 0.012*""brasileiro"" + 0.010*""político"" + 0.007*""compromisso"" + 0.005*""grande"" + 0.005*""país"" + 0.005*""união"" + 0.004*""todo"" + 0.004*""direito"" + 0.004*""nacional"""
1,"0.012*""político"" + 0.010*""público"" + 0.007*""democracia"" + 0.007*""todo"" + 0.007*""brasileiro"" + 0.006*""social"" + 0.006*""dever"" + 0.006*""grande"" + 0.005*""cidadão"" + 0.005*""força"""
