topic,terms
0,"0.050*""e"" + 0.030*""de"" + 0.018*""o"" + 0.018*""a"" + 0.018*""deputados"" + 0.018*""do"" + 0.015*""elegemos"" + 0.015*""eleicao"" + 0.012*""estaduais"" + 0.012*""novo"""
1,"0.003*""e"" + 0.003*""novo"" + 0.003*""o"" + 0.003*""a"" + 0.003*""para"" + 0.003*""br"" + 0.003*""de"" + 0.003*""um"" + 0.003*""org"" + 0.003*""da"""
2,"0.044*""e"" + 0.044*""de"" + 0.026*""o"" + 0.013*""a"" + 0.013*""para"" + 0.013*""mais"" + 0.013*""brasil"" + 0.011*""novo"" + 0.011*""da"" + 0.011*""no"""
3,"0.054*""novo"" + 0.033*""org"" + 0.033*""br"" + 0.022*""e"" + 0.017*""para"" + 0.017*""o"" + 0.017*""da"" + 0.017*""filie"" + 0.012*""indignacao"" + 0.012*""acao"""
