topic,terms
0,"0.016*""partido"" + 0.014*""liberal"" + 0.012*""sociedade"" + 0.012*""necessidade"" + 0.011*""mulher"" + 0.010*""liberdade"" + 0.009*""todo"" + 0.009*""dever"" + 0.009*""público"" + 0.007*""bem"""
1,"0.023*""dever"" + 0.013*""brasil"" + 0.011*""brasileiro"" + 0.011*""poder"" + 0.010*""liberal"" + 0.010*""partido"" + 0.009*""país"" + 0.009*""político"" + 0.009*""externo"" + 0.007*""dependência"""
2,"0.018*""público"" + 0.017*""2022"" + 0.012*""jovem"" + 0.012*""segurança"" + 0.012*""sebrae"" + 0.011*""educação"" + 0.009*""político"" + 0.009*""social"" + 0.008*""acesso"" + 0.008*""sp"""
3,"0.021*""liberdade"" + 0.018*""liberal"" + 0.017*""partido"" + 0.013*""cidadão"" + 0.009*""social"" + 0.008*""brasileiro"" + 0.008*""sebrae"" + 0.008*""bem"" + 0.007*""nacional"" + 0.007*""emprego"""
4,"0.014*""poder"" + 0.012*""nacional"" + 0.010*""saúde"" + 0.010*""bem"" + 0.008*""01"" + 0.008*""função"" + 0.007*""estabelecer"" + 0.007*""autonomia"" + 0.007*""defesa"" + 0.005*""social"""
5,"0.052*""2022"" + 0.041*""registro"" + 0.027*""s"" + 0.014*""n"" + 0.013*""nacional"" + 0.012*""brasília"" + 0.010*""poder"" + 0.009*""concorrência"" + 0.009*""dezembro"" + 0.008*""aviso"""
