topic,terms,terms_clean,embedding
0,"0.008*""mulher"" + 0.007*""grande"" + 0.006*""todo"" + 0.006*""bolsonaro"" + 0.006*""lei"" + 0.005*""veto"" + 0.005*""brasil"" + 0.004*""hoje"" + 0.004*""momento"" + 0.004*""governo""",mulher grande todo bolsonaro lei veto brasil hoje momento governo,"[-0.02638907916843891, 0.015506676398217678, -0.006968587636947632, 0.034396231174468994, 0.12244196236133575, 0.06934996694326401, 0.04823165386915207, 0.05456653609871864, 0.1112009584903717, 0.0639539361000061, 0.01482558436691761, -0.022433843463659286, -0.08234831690788269, -0.004451943561434746, -0.08042511343955994, 0.018392233178019524, 0.028789816424250603, -0.006511227693408728, 0.034281663596630096, 0.09529359638690948, 0.0926046296954155, 0.003992332145571709, -0.10679346323013306, 0.10260359942913055, -0.02045859582722187, 0.036456406116485596, -0.04814198240637779, -0.04325070604681969, -0.008136383257806301, -0.052067019045352936, 0.017677223309874535, -0.014265348203480244, 0.004360311198979616, 0.03563790023326874, 0.05491810292005539, -0.01613992266356945, 0.1276821792125702, -0.04756474867463112, 0.05706199258565903, -0.02444540709257126, -0.013031721115112305, -0.12608464062213898, 0.010915848426520824, -0.026198897510766983, 0.008197878487408161, -0.009509807452559471, 0.06297624856233597, 0.09352116286754608, -0.04474131762981415, -0.04247337952256203, 0.011263692751526833, -0.002481090137735009, -0.05302124097943306, -0.025414010509848595, -0.015330647118389606, -0.03454548865556717, 0.043801628053188324, -0.0028450312092900276, 0.03514977917075157, 0.016306737437844276, -0.052249494940042496, 0.08842267841100693, -0.08329556882381439, 0.00313355028629303, -0.08154662698507309, -0.03373590111732483, 0.013025288470089436, 0.012301872484385967, -0.05672122910618782, 0.07397645711898804, 0.05992690101265907, -0.009168983437120914, 0.02011137641966343, 0.049939896911382675, 0.10793323069810867, 0.026281045749783516, 0.03695540130138397, 0.05560518428683281, 0.07430799305438995, 0.014489353634417057, 0.00012085237540304661, 0.018971404060721397, -0.048387560993433, -0.04329333081841469, 0.012904403731226921, -0.01928730122745037, 0.0531451441347599, 0.03444288298487663, 0.12205351889133453, -0.1441168338060379, -0.04371354356408119, 0.007317011244595051, 0.13918736577033997, 0.03797357156872749, 0.04718524590134621, -0.039945200085639954, 0.025079526007175446, 0.03873545303940773, 0.04772030934691429, 0.038935817778110504, -0.06861638277769089, 0.10215696692466736, -0.032938916236162186, -0.0011311416747048497, 0.0036455222871154547, -0.004468330182135105, 0.014462576247751713, -0.014087997376918793, -0.027923233807086945, -0.011232255958020687, 0.016630742698907852, -0.03515622392296791, -0.06992755830287933, 0.0059353350661695, -0.008059612475335598, -0.05129160359501839, -0.003433460369706154, -0.006429365836083889, -0.01388420257717371, 0.004435022361576557, -0.02405259944498539, -0.0701049193739891, -0.024712461978197098, -0.05902876332402229, 0.043061528354883194, 0.006592637859284878, 0.012829281389713287, -0.011741974391043186, -0.009972522966563702, -0.05561679229140282, -0.014403854496777058, -0.05598989874124527, -0.024875903502106667, 0.06145443767309189, -0.026742596179246902, -0.03593210130929947, 0.014558452181518078, 0.01672595925629139, 0.012287713587284088, -0.04969066381454468, 0.0062823169864714146, 0.030316509306430817, -0.023901809006929398, 0.06920085847377777, -0.034080035984516144, -0.006714857183396816, 0.037813786417245865, -0.005797567777335644, 0.12786972522735596, 0.08308693766593933, 0.022844253107905388, 0.039923686534166336, 0.016917120665311813, 0.02631080150604248, 0.008923403918743134, -0.08472070842981339, 0.08558134734630585, 0.03983781859278679, -0.030269527807831764, -0.056249067187309265, 0.019438892602920532, 0.030336527153849602, -0.07983044534921646, 0.06451637297868729, 0.08359942585229874, -0.032754167914390564, 0.017093943431973457, 0.06648196280002594, -0.041375819593667984, 0.06105007603764534, 0.05678178742527962, -0.017331453040242195, -0.10164932161569595, 0.031321872025728226, 0.10490430891513824, -0.046387821435928345, 0.01049340981990099, 0.005291806533932686, -0.06392870098352432, -0.073365218937397, 0.01582305133342743, 0.015574583783745766, 0.013992398045957088, 0.00040158568299375474, -0.10299870371818542, 0.0450810045003891, -0.03337175399065018, -0.064663365483284, -0.023229997605085373, -0.03980235382914543, -0.02270754985511303, 0.03067760542035103, 0.017790578305721283, 0.07870276272296906, 0.0010449467226862907, -0.02937186323106289, -0.0006872808444313705, 0.02577592246234417, 0.017375482246279716, 0.006707679480314255, -0.09919080138206482, 0.024938423186540604, -0.059613678604364395, -0.06464467197656631, 0.1026664674282074, -0.03329542279243469, -0.03802122920751572, -0.004936417564749718, 0.02290484309196472, 0.051313307136297226, 0.11343196779489517, 0.03684621676802635, 0.024554172530770302, -0.05748876929283142, -0.0037724394351243973, 0.039272695779800415, -0.0003614015004131943, 0.04884262755513191, -0.12055211514234543, -0.0018508766079321504, 0.0216374471783638, 0.017524493858218193, -0.03604555502533913, -0.0299889724701643, -0.002326525282114744, -0.06871164590120316, 0.005662133451551199, 0.027449386194348335, -0.04502969980239868, 0.024267898872494698, -0.056206926703453064, -0.03231807053089142, -0.016085438430309296, -0.0925692766904831, -0.07311156392097473, -0.11522869020700455, 0.11759279668331146, -0.03149544820189476, -0.07258819043636322, -0.04831932857632637, 0.02461014874279499, -0.07442702353000641, -0.05734129622578621, 0.023232461884617805, -0.07377584278583527, 0.011776304803788662, -0.018248694017529488, 0.09650152176618576, -0.0359032079577446, 0.003597633447498083, 0.0453864149749279, -0.053065668791532516, -0.006519685499370098, 0.01339742261916399, -0.01143157109618187, 0.0031337658874690533, -0.041096072643995285, -0.007819248363375664, 0.017172042280435562, -0.037318937480449677, -0.10299820452928543, 0.006806186866015196, -0.0008560012793168426, 0.11546167731285095, 0.03654944524168968, 0.007344091311097145, -0.003965305630117655, 0.04588252305984497, -0.053475748747587204, -0.01989913173019886, -0.04264086112380028, -0.06343770772218704, 0.01631607674062252, -0.003785481210798025, -0.040821339935064316, -0.10880758613348007, 0.02915376052260399, 0.036364950239658356, -0.029463332146406174, -0.026419881731271744, 0.0721367746591568, 0.0068036410957574844, 0.031428515911102295, 0.045802053064107895, -0.06227345019578934, -0.009236179292201996, -0.024628354236483574, -0.016071055084466934, 0.031373731791973114, 0.03190511092543602, -0.06264811754226685, 0.011113444343209267, 0.07919574528932571, -0.005964250769466162, 0.056074030697345734, -0.010681016370654106, -0.11262443661689758, 0.13354064524173737, 0.05079132318496704, 0.04208824783563614, 0.009538129903376102, -0.002399139106273651, 0.043606583029031754, -0.042940329760313034, 0.03269435092806816, 0.01241189707070589, 0.06221707910299301, -0.024658048525452614, -0.012106072157621384, 0.029681770130991936, -0.020847352221608162, -0.03270871937274933, 0.05392981320619583, 0.014671342447400093, 0.10566822439432144, -0.008051331155002117, 0.015593877993524075, -0.0447155237197876, 0.011141259223222733, -0.04617607593536377, -0.004035003483295441, 0.026510320603847504, -0.011571775190532207, -0.007179062347859144, -0.017155980691313744, 0.004451041109859943, -0.0064580077305436134, -0.11277235299348831, -0.021871019154787064, -0.05233662575483322, 0.03500664234161377, -0.03838908672332764, -0.018353525549173355, -0.10269933938980103, 0.04325442016124725, -0.044502630829811096, -0.011603649705648422, 0.044935185462236404, -0.010829026810824871, -0.02308349311351776, -0.045342933386564255, -0.030673395842313766, 0.008446206338703632, -0.14762556552886963, 0.0008208804647438228, -0.01477272529155016, -0.06276527047157288, 0.06343670934438705, -0.026590323075652122, -0.07227353751659393, -0.021181143820285797, 0.07442422956228256, -0.04342598840594292, -0.08884527534246445, -0.03215840458869934, 0.05063460022211075, 0.013664007186889648, 0.04630368947982788, 0.018851565197110176, -0.03293890506029129, 0.08366094529628754, 0.05264189466834068, -0.03312163054943085, -0.031376712024211884, -0.0405273362994194, -0.03204423189163208, -0.03632652387022972, 0.016337085515260696, 0.02028672955930233, -0.004330354742705822, -0.059292446821928024, -0.015426235273480415, 0.07365290820598602, 0.010567138902842999, 0.047178901731967926, -0.06912603229284286, 0.034357890486717224, -0.04993142560124397, -0.01796676032245159, 0.037116143852472305, 0.0976460874080658, -0.04387553408741951, -0.000582818640395999, 0.05811043828725815]"
1,"0.014*""mdb"" + 0.008*""brasil"" + 0.006*""grande"" + 0.006*""votar"" + 0.006*""orientar"" + 0.006*""público"" + 0.006*""lei"" + 0.006*""hoje"" + 0.006*""ano"" + 0.006*""sr_presidente""",mdb brasil grande votar orientar público lei hoje ano sr_presidente,"[-0.0026215258985757828, 0.030433988198637962, -0.05402218550443649, -0.038398392498493195, 0.06670969724655151, 0.07257011532783508, 0.03351813182234764, 0.05778137221932411, 0.06718797981739044, 0.09691987931728363, 0.03952871635556221, -0.034240737557411194, -0.03884189575910568, 0.0596771202981472, 0.005617321003228426, -0.025168070569634438, -0.015919173136353493, -0.02859504334628582, -0.013541518710553646, 0.05559740215539932, 0.0903288796544075, 0.022718552500009537, -0.11706416308879852, 0.03468737751245499, -0.05036107450723648, 0.02665782906115055, 0.028872037306427956, -0.06131498143076897, -0.0031528377439826727, -0.06940045207738876, 0.07972516119480133, -0.027081677690148354, 0.07287172973155975, 0.026375768706202507, 0.0197099968791008, -0.06053723767399788, 0.1127372607588768, -0.08208867907524109, 0.031696345657110214, -0.013421479612588882, -0.045843858271837234, -0.08777566254138947, -0.0022764336317777634, 0.010157650336623192, 0.008171342313289642, -0.017858102917671204, 0.051244061440229416, 0.08728200942277908, -0.06072329729795456, 0.03994593769311905, -0.010811060667037964, -0.007075910456478596, -0.07470311224460602, 0.016529439017176628, -0.04859714210033417, 0.008781182579696178, 0.055601783096790314, 0.05290442332625389, 0.04163363203406334, -0.01107281818985939, -0.017513591796159744, 0.09289561957120895, -0.08973605930805206, 0.026792453601956367, -0.10235828161239624, 0.0008693925919942558, -0.011522913351655006, -0.005494820419698954, -0.05853455141186714, 0.07772686332464218, 0.008761266246438026, -0.023114720359444618, 0.039422374218702316, 0.01608338952064514, 0.03968999534845352, -0.019972840324044228, 0.0015561721520498395, 0.05868653953075409, 0.05042292922735214, -0.04609328508377075, 0.04772234335541725, 0.059816185384988785, -0.09614810347557068, -0.03488044813275337, 0.049581244587898254, -0.01737162657082081, 0.03800879418849945, 0.031089529395103455, 0.08405488729476929, -0.15555106103420258, 0.03155507147312164, 0.02611084282398224, 0.0896749347448349, 0.035659059882164, 0.0519341416656971, -0.022392453625798225, 0.013777860440313816, 0.036322906613349915, 0.04984281584620476, 0.04538148641586304, -0.09226804971694946, 0.05253371223807335, -0.0493093766272068, -0.0397304892539978, 0.01093973871320486, 0.027429742738604546, -0.028460640460252762, -0.014775053597986698, 0.00490728160366416, 0.026526279747486115, -0.026611056178808212, -0.04053760692477226, -0.05595565214753151, 0.0011336698662489653, 0.003554437542334199, -0.025260940194129944, -0.029460392892360687, -0.01785721257328987, -0.00738123944029212, 0.03557870164513588, 0.010065890848636627, -0.12806464731693268, -0.04993431642651558, -0.07375187426805496, 0.08348710089921951, -0.011912472546100616, 0.04081074520945549, -0.007592696696519852, 0.006544267293065786, -0.07121331989765167, -0.020305782556533813, -0.05133158341050148, -0.05866732820868492, 0.05948306620121002, -0.053351230919361115, -0.03931001201272011, 0.034944869577884674, 0.03405456244945526, -0.017017457634210587, 0.0023393959272652864, -0.030238423496484756, 0.05420336499810219, -0.02247483655810356, 0.07896625995635986, -0.05028947815299034, -0.00858799833804369, 0.008931283839046955, -0.052429407835006714, 0.05238709971308708, 0.06482384353876114, 0.03273611515760422, -0.0142531618475914, 0.09021646529436111, 0.061481863260269165, 0.01333641167730093, -0.04793029651045799, 0.10051725059747696, 0.07723210752010345, 0.0037006563507020473, -0.03830637410283089, -0.037101320922374725, 0.044413693249225616, -0.10497552156448364, 0.04074443131685257, 0.037479497492313385, -0.03167792782187462, -0.009748261421918869, -0.02997630089521408, -0.01592518761754036, 0.05269923806190491, 0.04396633803844452, 0.010791728273034096, -0.07978664338588715, 0.03916023671627045, 0.03773726895451546, -0.022201912477612495, 0.05417688563466072, 0.0014244186459109187, -0.057021111249923706, -0.055512916296720505, 0.04531616345047951, -0.014225272461771965, 0.01794765703380108, 0.01820477657020092, -0.11838975548744202, 0.06309208273887634, -0.06048079952597618, -0.04247737675905228, 0.0263252854347229, -0.03513547033071518, 0.03076285310089588, 0.04861735925078392, 0.0048618195578455925, 0.03199692443013191, -0.03445299714803696, -0.06558264791965485, 0.05709255114197731, -0.021329112350940704, 0.04601804539561272, 0.011475440114736557, -0.10483630001544952, -0.0016665575094521046, -0.07855050265789032, -0.07523267716169357, 0.11051034182310104, -0.04443959519267082, -0.003091571619734168, 0.03354756906628609, -0.033721115440130234, 0.03618074581027031, 0.10694575309753418, 0.018593134358525276, 0.005947681609541178, -0.060823388397693634, -0.0006221107323653996, -0.0053081815131008625, -0.0038948566652834415, 0.08080630749464035, -0.13013708591461182, -0.03922592103481293, 0.0011760432971641421, 0.05882646515965462, -0.022951096296310425, -0.0556827075779438, -0.06435012072324753, 0.0023877460043877363, -0.0288164671510458, 0.05161822587251663, -0.02197062224149704, 0.05160369351506233, -0.05151902884244919, -0.020883750170469284, -0.03325917199254036, -0.05344009026885033, -0.08184660971164703, -0.13681566715240479, 0.12957319617271423, -0.005083006341010332, -0.016130806878209114, -0.020163603127002716, 0.04069911688566208, -0.060801077634096146, -0.03496387600898743, 0.03286772221326828, -0.015548721887171268, 0.05738440528512001, -0.029185393825173378, 0.13623900711536407, -0.07729066163301468, -0.0009225693647749722, 0.025522835552692413, -0.09436789900064468, 0.0059338961727917194, -0.010908299125730991, -0.0035504233092069626, -0.029947496950626373, -0.09289344400167465, 0.015788670629262924, 0.016215311363339424, 0.01584206335246563, 7.136286149034277e-05, -0.009004765190184116, -0.03303525596857071, 0.1256386935710907, 0.023769250139594078, 0.02138197422027588, 0.0005711955018341541, 0.03789857402443886, -0.05425377935171127, -0.025280745700001717, -0.014575114473700523, -0.03723415359854698, -0.020266784355044365, 0.02415129728615284, -0.035774800926446915, -0.044532496482133865, -0.017836367711424828, 0.024734580889344215, -0.029601357877254486, 0.0194765105843544, 0.026632094755768776, 0.007941249758005142, -0.025136830285191536, 0.027162550017237663, -0.020529240369796753, 0.01265475433319807, -0.015543652698397636, -0.01498214341700077, -0.04437141865491867, 0.06032748892903328, -0.06921952217817307, 0.047113023698329926, 0.1156255230307579, 0.003091348335146904, 0.01610025018453598, -0.07748350501060486, -0.07066763192415237, 0.0887727215886116, 0.08102185279130936, -0.00026173892547376454, -0.033880218863487244, 0.020195139572024345, -0.015129723586142063, -0.04097909852862358, 0.07835828512907028, -0.007962779141962528, 0.013404964469373226, 0.008020150475203991, 0.003352197352796793, 0.020511861890554428, 0.029545655474066734, -0.07197453826665878, 0.04452729970216751, 0.05657639726996422, 0.04818342626094818, -0.005341612733900547, 0.03592991456389427, -0.024017849937081337, 0.004518438130617142, -0.05897584930062294, 0.034393373876810074, 0.009488288313150406, 0.031272564083337784, 0.010389009490609169, -0.026532338932156563, 0.017989017069339752, -0.058774612843990326, -0.07997757196426392, -0.0528690479695797, -0.02491666190326214, 0.05920981243252754, -0.022635232657194138, -0.0360456183552742, -0.11029289662837982, 0.01884021796286106, -0.02256729081273079, -0.056177571415901184, 0.07375814765691757, -0.013360385783016682, -0.011153188534080982, 0.03768038749694824, -0.014779176563024521, 0.003381287446245551, -0.08480427414178848, 0.06789080798625946, 0.02813667804002762, -0.11044248193502426, 0.06559009850025177, -0.04741803929209709, 0.008365883491933346, -0.04751832038164139, 0.06746561825275421, -0.08038943260908127, -0.10927829891443253, -0.036071110516786575, 0.03639836609363556, -0.013128919526934624, 0.02094344049692154, 0.041786231100559235, -0.02762620709836483, 0.09079670161008835, 0.07888472080230713, 0.006769433151930571, 0.004693340975791216, -0.011299190111458302, -0.03883273899555206, 0.00368183059617877, 0.04486681520938873, 0.04446588084101677, -0.014583094045519829, -0.12033046036958694, -0.011484626680612564, 0.06859985738992691, 0.009297103621065617, 0.06671209633350372, -0.051716022193431854, 0.011065582744777203, 3.2864048989722505e-05, -0.02334871143102646, 0.03792230039834976, 0.06398192048072815, 0.013497717678546906, -0.05365495756268501, 0.05972074717283249]"
2,"0.014*""mdb"" + 0.007*""orador"" + 0.007*""revisão"" + 0.007*""sim"" + 0.007*""orientar"" + 0.006*""recurso"" + 0.005*""bom"" + 0.005*""ordem"" + 0.005*""emenda"" + 0.005*""relator""",mdb orador revisão sim orientar recurso bom ordem emenda relator,"[-0.06659876555204391, 0.06979317963123322, -0.07117262482643127, -0.059594783931970596, -0.0050126551650464535, 0.08620821684598923, -0.053632110357284546, 0.02018883265554905, 0.027956508100032806, 0.045456938445568085, -0.05376981943845749, 0.06712960451841354, 0.0022960773203521967, -0.01990470476448536, -0.05774518474936485, -0.007204976864159107, -0.022927023470401764, 0.0685795471072197, 0.035911720246076584, 0.03902555629611015, 0.0004966978449374437, 0.07381448149681091, -0.01760626584291458, -0.016352148726582527, -0.06987244635820389, 0.0018797734519466758, 0.016577482223510742, -0.014887019991874695, -0.031128639355301857, -0.0945524349808693, -0.017193110659718513, 0.09851568937301636, -0.012460872530937195, -0.034994397312402725, -0.014270996674895287, -0.05604613944888115, -0.003780173370614648, 0.0364169217646122, 0.04188913851976395, -0.002029834082350135, -0.04042806848883629, -0.05471179261803627, 0.06674715131521225, -0.0037945599760860205, -0.060330118983983994, -0.033642593771219254, 0.017851030454039574, 0.0696379765868187, -0.014425480738282204, 0.035607047379016876, 0.009970947168767452, -0.01132108923047781, -0.06572964042425156, 0.10054425150156021, 0.004299212712794542, 0.05754504352807999, 0.07434961944818497, 0.021312475204467773, 0.006050070747733116, -0.022843006998300552, 0.018616914749145508, 0.015139329247176647, -0.09350685775279999, 0.011301388964056969, -0.061085209250450134, 0.036258213222026825, -0.003030732274055481, 0.03875802084803581, -0.042635999619960785, 0.08315861970186234, 0.008333809673786163, 0.026738813146948814, 0.034358005970716476, -0.017412766814231873, 0.015025535598397255, -0.02774256467819214, -0.030915530398488045, 0.03054169937968254, 0.043550148606300354, -0.0060890535824000835, -0.0031705708242952824, 0.03922145068645477, -0.07536720484495163, -0.06885012984275818, 0.023007754236459732, 0.02046855166554451, -0.0011944015277549624, 0.0850137323141098, 0.0588344931602478, -0.07085473835468292, 0.10040904581546783, -0.006172481924295425, 0.10405003279447556, 0.005798018537461758, 0.05884040147066116, 0.05915505066514015, 0.003778264857828617, -0.018040357157588005, 0.013321216218173504, -0.012740143574774265, -0.026674862951040268, 0.038967493921518326, -0.14365318417549133, -0.007803646847605705, 0.0059365578927099705, -0.013164868578314781, 0.051108308136463165, -0.04770222306251526, 0.012849871069192886, -0.023067057132720947, -0.020488470792770386, 0.0028459448367357254, 0.07293014973402023, -0.030901947990059853, -0.006813160143792629, 0.07342212647199631, -0.0173722542822361, 0.009655850939452648, 0.025256486609578133, -0.10030370205640793, 0.033015355467796326, -0.052909284830093384, 0.028499599546194077, -0.009855450130999088, 0.03345043584704399, -0.04941525310277939, -0.0006778411334380507, 0.006431632209569216, -0.0035600208211690187, -0.046954087913036346, 0.05514078587293625, -0.025821052491664886, 0.006679108832031488, 0.04377024620771408, 0.03799530118703842, -0.043461717665195465, 0.040109992027282715, 0.01446028333157301, -0.013180077075958252, -0.03772246837615967, 0.0614008754491806, 0.031144069507718086, -0.10965712368488312, 0.0893341451883316, -0.1147058829665184, 0.050744470208883286, -0.023248400539159775, -0.0898803099989891, 0.013201288878917694, 0.005664862226694822, 0.01684841886162758, 0.05033984035253525, 0.03662183880805969, 0.006027336698025465, -0.0025996507611125708, 0.07897483557462692, 0.05693376809358597, 0.030607180669903755, 0.014479258097708225, 0.011981537565588951, -0.03870577737689018, 0.05577978491783142, -0.02406882867217064, 0.03595351427793503, 0.03302491456270218, -0.05353454500436783, 0.10009195655584335, -0.07284917682409286, 0.03885822743177414, 0.011507470160722733, 0.021981168538331985, -0.030823273584246635, -0.027348320931196213, -0.0479058139026165, -0.08137194812297821, -0.044834792613983154, 0.07469088584184647, -0.012222136370837688, 0.005657114088535309, -0.00014389668649528176, 0.03406550735235214, -0.03278440609574318, -0.027433913201093674, 0.01182723231613636, -0.07150571048259735, 0.07430922985076904, -0.03263813629746437, -0.016777511686086655, 0.031202716752886772, 0.03890616446733475, -4.5580858568428084e-05, 0.02002999372780323, 0.05510227382183075, 0.061115529388189316, -0.0869128555059433, -0.09050346910953522, 0.06819573789834976, -0.07892172038555145, -0.015161687508225441, 0.04390957951545715, -0.0848274976015091, 0.06646308302879333, -0.070783331990242, 0.01668420061469078, -0.040656376630067825, 0.007602944038808346, 0.09292647242546082, -0.07568778097629547, -0.03564237803220749, 0.03643083944916725, 0.015837358310818672, 0.0013576133642345667, -0.039152730256319046, -0.1154792457818985, -0.04576847702264786, -0.01738046668469906, 0.02642446756362915, 0.04052797332406044, -0.02490810863673687, -0.06158394739031792, 0.0025228208396583796, 0.0656125396490097, 0.1789531707763672, -0.05015603080391884, -0.16477330029010773, 0.0030028598848730326, -0.05415493622422218, 0.03183058649301529, -0.02751914970576763, 0.04206901043653488, -0.03231530636548996, -0.052370570600032806, 0.036652058362960815, -0.05595970153808594, -0.025219235569238663, -0.031099334359169006, 0.035093389451503754, 0.014804412610828876, 0.09719378501176834, -0.055913303047418594, -0.055051106959581375, -0.0825098380446434, -0.04086564481258392, 0.024972017854452133, 0.12062288820743561, 0.0296992976218462, -2.1102683604112826e-05, 0.060747988522052765, -0.04687872529029846, -0.012761257588863373, 0.04847060516476631, -0.05817076563835144, 0.11329343169927597, 0.04291167110204697, 0.04110345244407654, -0.02727864496409893, -0.17321734130382538, 0.1210259273648262, -0.02905908040702343, 0.018439333885908127, 0.08284202218055725, -0.006003110203891993, -0.02061839960515499, 0.0663268193602562, 0.06136290729045868, 0.022470274940133095, -0.016019484028220177, -0.02065305784344673, 0.004700458608567715, -0.12933582067489624, -0.0496637299656868, 0.05190339684486389, 0.018755001947283745, -0.024006063118577003, -0.09024590253829956, -0.004499630071222782, 0.0018790299072861671, -0.02365204691886902, 0.0777350664138794, 0.03793342411518097, 0.02281874045729637, -0.03329629823565483, 0.1104680746793747, -0.00320936250500381, 0.03521442785859108, 0.015357392840087414, -0.033870402723550797, -0.04153256118297577, 0.0217294879257679, 0.06641630828380585, -0.10611358284950256, 0.019642632454633713, 0.04055287316441536, -0.02295062318444252, -0.03462010249495506, -0.01212527696043253, -0.028199363499879837, -0.05495665222406387, 0.10664424300193787, -0.024810418486595154, 0.040163394063711166, 0.03165386989712715, -0.07582854479551315, -0.035306416451931, -0.01191758830100298, 0.007160278502851725, -0.00958012230694294, 0.009024403989315033, -0.015179102309048176, -0.02419465221464634, 0.01274974923580885, -0.08469085395336151, 0.027383381500840187, 0.027905143797397614, -0.05240568518638611, -0.029085708782076836, 0.003398365108296275, -0.07543134689331055, 0.01563885807991028, -0.01694321446120739, 0.08318310230970383, -0.020007900893688202, 0.019582493230700493, 0.042639825493097305, -0.0008262860937975347, -0.07009129226207733, -0.08598344773054123, -0.036857422441244125, -0.05479380488395691, -0.038057681173086166, 0.03180514648556709, 0.039237022399902344, 0.052918441593647, -0.09287956357002258, 0.0325908400118351, 0.011008262634277344, -0.053837236016988754, -0.040282368659973145, -0.07154030352830887, 0.029113024473190308, 0.09363503009080887, 0.01211320236325264, 0.044902995228767395, -0.027211235836148262, 0.015093863941729069, 0.009806917048990726, -0.08289175480604172, 0.04643609747290611, -0.05399787053465843, 0.03220871835947037, -0.014586162753403187, 0.1263432651758194, -0.024790765717625618, -0.01131067518144846, 0.003310468979179859, 0.007202073000371456, -0.016855230554938316, 0.030255991965532303, 0.055682096630334854, -0.06645067036151886, 0.02879342809319496, 0.0098099485039711, -0.0331040658056736, 0.021211951971054077, 0.011627685278654099, -0.04297652468085289, 0.017928246408700943, -0.024893298745155334, 0.04517250880599022, -0.03346159681677818, -0.09513036161661148, -0.036985985934734344, 0.04895820468664169, -0.0552578866481781, 0.015808220952749252, 0.02416374161839485, 0.057084500789642334, -0.01336610410362482, -0.05098671838641167, -0.026864370331168175, -0.029119787737727165, 0.03222639113664627, 0.011699563823640347, 0.03411290794610977]"
