topic,terms
0,"0.013*""crise"" + 0.008*""trabalho"" + 0.007*""social"" + 0.007*""direito"" + 0.007*""climático"" + 0.007*""capital"" + 0.006*""capitalismo"" + 0.005*""país"" + 0.005*""econômico"" + 0.004*""neoliberal"""
1,"0.005*""ano"" + 0.005*""grande"" + 0.004*""direito"" + 0.004*""novo"" + 0.004*""algum"" + 0.004*""vez"" + 0.004*""rico"" + 0.004*""educação"" + 0.004*""de este"" + 0.004*""necessidade"""
2,"0.015*""social"" + 0.010*""luta"" + 0.009*""político"" + 0.009*""poder"" + 0.008*""público"" + 0.008*""brasil"" + 0.008*""popular"" + 0.008*""novo"" + 0.006*""política"" + 0.006*""partido"""
3,"0.012*""luta"" + 0.009*""social"" + 0.009*""trabalho"" + 0.009*""político"" + 0.008*""psol"" + 0.008*""socialismo"" + 0.008*""povo"" + 0.007*""forma"" + 0.007*""defesa"" + 0.006*""classe"""
